Regiao;Estado;Cod_Munic;Cod_escola;Localizacao;Dependencia_administrativa;TotalApr;1a;2a;3a;4a;Nao-seriado;MED_CAT_0;MED_01_CAT_0;MED_02_CAT_0;MED_03_CAT_0;MED_04_CAT_0
Norte;RO;1100015;11024682;Urbana;Estadual;91,3;85,8;91;98;--;--;23,6;32,5;22,7;15;--
Norte;RO;1100015;11024968;Urbana;Estadual;93,3;90,4;98,1;92,6;--;--;8;13,8;4,7;3,5;--
Norte;RO;1100015;11025638;Urbana;Estadual;93,1;89,7;97,6;93,8;--;--;13,5;16,1;9,4;14,6;--
Norte;RO;1100015;11037962;Rural;Estadual;85,7;--;--;85,7;--;--;85,7;--;--;85,7;--
Norte;RO;1100015;11038373;Rural;Estadual;84,6;77,8;--;100;--;--;84,6;100;--;50;--
Norte;RO;1100015;11046252;Rural;Estadual;81,3;85,7;--;77,8;--;--;93,8;100;--;88,9;--
Norte;RO;1100023;11006889;Urbana;Estadual;79,7;75,8;79,5;83,8;--;--;27,7;35,7;25,2;22,4;--
Norte;RO;1100023;11007168;Urbana;Estadual;96,6;96,6;94,1;100;--;--;15,7;18,2;12,1;14,6;--
Norte;RO;1100023;11007656;Urbana;Privada;97,9;100;98;95,1;--;--;2,6;1,8;1,9;4,3;--
Norte;RO;1100023;11007885;Urbana;Estadual;94,9;93,2;97,5;94,6;--;--;7,3;6,9;6,7;8,6;--
Norte;RO;1100023;11007893;Urbana;Estadual;89,6;89,6;90,7;87,8;--;--;17,6;20,5;15,2;16,5;--
Norte;RO;1100023;11048620;Urbana;Estadual;84,2;79,8;87,2;95,5;--;--;18,3;16,7;20,7;19,2;--
Norte;RO;1100023;11050233;Rural;Estadual;81,2;85,4;79,2;78,4;--;--;34,9;29,4;33,3;43,2;--
Norte;RO;1100023;11050950;Urbana;Privada;100,0;100;--;--;--;--;0;0;--;--;--
Norte;RO;1100023;11108800;Rural;Federal;81,5;79,6;84,8;80,6;--;--;30,2;30,8;26;33,7;--
Norte;RO;1100031;11034270;Rural;Estadual;100,0;100;100;100;--;--;14,3;22,2;0;0;--
Norte;RO;1100031;11034440;Urbana;Estadual;93,6;94,9;89,4;96,1;--;--;14,3;18;17,3;7,3;--
Norte;RO;1100049;11025670;Urbana;Privada;100,0;100;100;100;--;--;3,4;0;8,7;3,4;--
Norte;RO;1100049;11026073;Urbana;Estadual;88,3;87,5;90,2;--;--;--;18,9;18,4;20,4;--;--
Norte;RO;1100049;11026197;Urbana;Estadual;81,2;89,4;82,5;72,6;--;--;29,9;28,7;29,7;31,1;--
Norte;RO;1100049;11026278;Urbana;Estadual;87,1;82,6;86,3;91;--;--;15,4;23;18,8;7,1;--
Norte;RO;1100049;11026324;Urbana;Privada;97,3;93,8;98,6;100;--;--;2,7;2,5;4,3;1,3;--
Norte;RO;1100049;11026588;Rural;Estadual;100,0;100;100;100;--;--;90;100;100;66,7;--
Norte;RO;1100049;11027134;Rural;Estadual;77,8;50;50;100;--;--;88,9;100;50;100;--
Norte;RO;1100049;11027142;Rural;Estadual;100,0;100;100;100;--;--;84,6;100;75;80;--
Norte;RO;1100049;11027207;Rural;Estadual;92,9;100;66,7;100;--;--;100;100;100;100;--
Norte;RO;1100049;11027290;Urbana;Privada;96,0;97,7;90,4;100;--;--;3,9;1,1;9,2;1,6;--
Norte;RO;1100049;11027320;Urbana;Estadual;92,4;91,4;93,5;--;--;--;13,7;15,3;12,3;--;--
Norte;RO;1100049;11027347;Urbana;Estadual;94,5;96,2;93;94;--;--;14,3;16,7;16,3;9;--
Norte;RO;1100049;11027355;Rural;Privada;95,8;97,3;90,9;98;--;--;16,5;10,3;9,1;26,5;--
Norte;RO;1100049;11027401;Urbana;Estadual;79,7;84,7;81,1;70,7;--;--;27,4;27,9;32,7;19,5;--
Norte;RO;1100049;11041250;Rural;Estadual;93,3;100;80;100;--;--;80;75;80;100;--
Norte;RO;1100049;11046740;Urbana;Estadual;95,3;93,7;93,5;99,1;--;--;10,6;10,5;12;8,8;--
Norte;RO;1100049;11049723;Urbana;Privada;96,8;92,3;100;100;--;--;0;0;0;0;--
Norte;RO;1100049;11050373;Urbana;Privada;100,0;100;100;100;--;--;0;0;0;0;--
Norte;RO;1100049;11109815;Urbana;Federal;99,3;100;98,4;99,4;--;--;5,3;5,1;6,4;4,3;--
Norte;RO;1100056;11034998;Urbana;Estadual;90,8;90,1;87,1;98,1;--;--;16,6;19,3;16,8;10,9;--
Norte;RO;1100056;11050934;Rural;Privada;96,3;100;91,7;--;--;--;26,1;20;30,8;--;--
Norte;RO;1100064;11035951;Urbana;Estadual;94,3;90,9;95,5;100;--;--;11,7;17;4;17,4;--
Norte;RO;1100064;11035960;Urbana;Estadual;93,5;93,5;92,9;94,2;--;--;16,4;23,1;13,4;11,7;--
Norte;RO;1100064;11037016;Rural;Federal;94,4;87,7;98,9;98,6;--;--;11,7;9,8;15,1;10,3;--
Norte;RO;1100072;11036125;Rural;Estadual;100,0;100;100;100;--;--;6,9;11,1;7,7;0;--
Norte;RO;1100072;11036397;Rural;Estadual;97,7;100;91,7;100;--;--;30,9;29,2;20;43,8;--
Norte;RO;1100072;11036486;Urbana;Estadual;99,2;100;100;97,7;--;--;14,9;19,2;15,6;9,8;--
Norte;RO;1100080;11005823;Urbana;Estadual;91,3;92,5;89,8;91,8;--;--;18,3;16,4;20,8;17,3;--
Norte;RO;1100080;11047216;Rural;Estadual;90,2;95,8;83,9;87,9;--;--;33,9;29,8;43,3;31,3;--
Norte;RO;1100098;11027754;Urbana;Estadual;94,9;98,5;95;91,1;--;--;11,7;13;12,6;9,7;--
Norte;RO;1100098;11028246;Rural;Estadual;100,0;100;100;100;--;--;88,9;100;100;66,7;--
Norte;RO;1100098;11028424;Urbana;Estadual;88,5;87,8;83,5;95,4;--;--;4,7;5,4;3,9;4,6;--
Norte;RO;1100098;11038578;Urbana;Privada;100,0;100;100;100;--;--;9,3;11,8;4,8;12,5;--
Norte;RO;1100098;11042648;Rural;Estadual;100,0;100;100;100;--;--;100;100;100;100;--
Norte;RO;1100098;11043865;Rural;Estadual;100,0;100;--;100;--;--;87,5;100;--;66,7;--
Norte;RO;1100106;11005912;Rural;Estadual;89,7;83,3;91,3;--;--;--;100;100;100;--;--
Norte;RO;1100106;11005939;Urbana;Estadual;83,1;85,8;85,7;77,5;--;--;19,6;14,1;21,3;23,7;--
Norte;RO;1100106;11006072;Rural;Estadual;88,6;88,6;--;--;--;--;100;100;--;--;--
Norte;RO;1100106;11006293;Rural;Estadual;94,1;--;--;94,1;--;--;82,4;--;--;82,4;--
Norte;RO;1100106;11006595;Urbana;Privada;91,7;100;90;--;--;--;8,3;50;0;--;--
Norte;RO;1100106;11006617;Urbana;Estadual;89,6;90,2;88,5;90,2;--;--;41,4;44,9;33,7;47,7;--
Norte;RO;1100106;11006633;Urbana;Estadual;78,2;81,9;72,8;78,8;--;--;43;42,3;45,8;40,2;--
Norte;RO;1100106;11006641;Urbana;Estadual;98,8;98,7;98;99,3;--;--;12,5;11,7;11,7;13,8;--
Norte;RO;1100106;11049960;Urbana;Federal;88,7;90,4;86,7;88,6;--;--;14,6;15,3;12,8;15,6;--
Norte;RO;1100114;11011491;Urbana;Estadual;97,5;96,9;96,3;100;--;--;13,6;10,1;18,6;12,2;--
Norte;RO;1100114;11011661;Urbana;Estadual;85,3;91,4;82,6;80,3;--;--;24,1;31,7;20,8;19,1;--
Norte;RO;1100114;11012099;Urbana;Estadual;96,9;97,1;96,7;--;--;--;22,1;20;24,2;--;--
Norte;RO;1100114;11012145;Urbana;Estadual;97,9;94,4;100;100;--;--;16,7;15;15,4;20;--
Norte;RO;1100114;11012277;Urbana;Estadual;92,6;82,4;95;100;--;--;10,2;0;19;11,1;--
Norte;RO;1100114;11012447;Urbana;Estadual;73,0;61,8;68,3;80,3;--;--;32,3;49,1;34,5;24,5;--
Norte;RO;1100114;11012579;Urbana;Estadual;90,3;88;90;93,4;--;--;25,7;36,7;25,8;12,3;--
Norte;RO;1100114;11012684;Urbana;Estadual;89,7;98,7;87,1;81,4;--;--;10,6;13,7;10,6;5,9;--
Norte;RO;1100114;11012994;Urbana;Estadual;96,2;95,6;96,4;96,7;--;--;14,2;15,4;13,8;13,1;--
Norte;RO;1100114;11040076;Urbana;Privada;100,0;100;100;100;--;--;5,1;5;11,1;0;--
Norte;RO;1100114;11049014;Rural;Privada;100,0;100;100;100;100;--;15,7;20;25;0;6,7
Norte;RO;1100114;11050322;Urbana;Federal;99,0;99;98,9;98,9;--;--;6,4;6,4;8,6;4,3;--
Norte;RO;1100122;11013737;Urbana;Privada;100,0;100;100;100;--;--;0,9;2,3;0;0;--
Norte;RO;1100122;11014156;Urbana;Estadual;100,0;100;100;100;--;--;6,9;4,5;1,9;13,3;--
Norte;RO;1100122;11014300;Urbana;Estadual;75,7;82,7;75,8;65,3;--;--;27,9;39,8;24,4;17,9;--
Norte;RO;1100122;11014431;Urbana;Estadual;92,1;93,9;92,9;88,2;--;--;21,5;21,6;20,8;22,5;--
Norte;RO;1100122;11015500;Urbana;Estadual;94,4;96,9;95,2;88,9;--;--;13,5;12,1;4,5;26,3;--
Norte;RO;1100122;11015608;Urbana;Estadual;83,9;82,5;86;82,8;--;--;16;18,6;12,5;16,9;--
Norte;RO;1100122;11015616;Urbana;Estadual;84,8;86,8;80,8;85,7;--;--;19,2;12,8;24,1;22,2;--
Norte;RO;1100122;11015624;Urbana;Estadual;90,5;82,4;95,7;98;--;--;17,3;21,7;14,1;13,8;--
Norte;RO;1100122;11015632;Urbana;Estadual;86,9;84,9;83,1;100;--;--;13,4;20;6,3;6,7;--
Norte;RO;1100122;11015667;Urbana;Estadual;94,9;90,8;100;100;--;--;12,5;16,7;9,3;6,7;--
Norte;RO;1100122;11015683;Urbana;Estadual;64,2;54,7;69,9;69,8;--;--;30,4;41,9;30,4;16,4;--
Norte;RO;1100122;11015896;Rural;Privada;96,9;95,5;100;94,1;95,5;--;8,5;10,4;7,6;10,3;4,3
Norte;RO;1100122;11016094;Urbana;Estadual;90,8;95,6;90,5;84,2;--;--;16,2;16,8;19,4;12,1;--
Norte;RO;1100122;11037660;Urbana;Privada;100,0;100;100;100;--;--;1,2;2,6;0;0;--
Norte;RO;1100122;11037822;Rural;Estadual;63,9;50;88,9;71,4;--;--;97,2;95;100;100;--
Norte;RO;1100122;11038055;Rural;Estadual;77,1;72,7;63,6;92,3;--;--;100;100;100;100;--
Norte;RO;1100122;11047208;Urbana;Estadual;89,0;78,7;96,9;96,1;--;--;12,7;18,4;9,3;8,4;--
Norte;RO;1100122;11049634;Urbana;Estadual;99,4;100;97,9;100;--;--;3;4,7;3,7;0;--
Norte;RO;1100122;11106808;Urbana;Federal;92,6;91,1;96,3;90,3;--;--;9,5;10,2;9,2;9;--
Norte;RO;1100130;11008008;Urbana;Estadual;100,0;100;100;100;--;--;25,9;36,4;33,3;0;--
Norte;RO;1100130;11009080;Urbana;Estadual;90,9;87,5;97,1;90;--;--;45,9;43,5;48,6;47,2;--
Norte;RO;1100130;11048018;Urbana;Estadual;78,4;75,7;78,8;81,7;--;--;27,6;29,5;29,6;22,3;--
Norte;RO;1100130;11049812;Urbana;Estadual;93,3;90;93,1;98,1;--;--;26,5;33,3;30,4;13;--
Norte;RO;1100130;11049901;Urbana;Privada;100,0;100;100;100;--;--;0;0;0;0;--
Norte;RO;1100130;11050870;Rural;Estadual;86,4;84,4;81,4;95;--;--;31,6;23,5;38,3;37,5;--
Norte;RO;1100148;11022221;Urbana;Estadual;88,7;87,1;84,5;97,7;--;--;14,5;20,4;12,6;8;--
Norte;RO;1100155;11016248;Urbana;Privada;100,0;100;100;100;--;--;11,1;18,2;0;0;--
Norte;RO;1100155;11017422;Urbana;Estadual;95,0;97,1;91,9;96,4;--;--;14,6;13,9;15,4;14,3;--
Norte;RO;1100155;11017775;Urbana;Estadual;96,1;94,8;97,6;96,3;--;--;12,3;14,3;12,6;9;--
Norte;RO;1100155;11017791;Urbana;Estadual;83,1;75,8;85,5;95,4;--;--;21,1;29,7;18;6,5;--
Norte;RO;1100189;11032260;Urbana;Estadual;98,2;96,6;100;98,5;--;--;8,1;8;8,3;7,9;--
Norte;RO;1100189;11032510;Urbana;Estadual;76,9;81,2;71,5;78,6;--;--;23,5;23,9;27,5;16,5;--
Norte;RO;1100189;11033070;Urbana;Estadual;74,5;72,8;72,2;78,8;--;--;25,4;27;23,2;25,8;--
Norte;RO;1100189;11048956;Rural;Estadual;97,9;96,3;97,5;100;--;--;12,6;14,3;11,9;10,8;--
Norte;RO;1100205;11000058;Urbana;Privada;95,7;91,4;96;100;--;--;2,3;1,7;3,1;1,8;--
Norte;RO;1100205;11000171;Urbana;Privada;98,2;100;95,2;100;--;--;8,8;15;4,8;6,3;--
Norte;RO;1100205;11000198;Urbana;Privada;100,0;100;100;100;--;--;3,6;3,6;4,7;1,9;--
Norte;RO;1100205;11000252;Urbana;Privada;100,0;100;100;100;--;--;8,2;21,7;4;0;--
Norte;RO;1100205;11000260;Urbana;Estadual;92,9;88,5;92,9;98,9;--;--;4,4;4;4;5,4;--
Norte;RO;1100205;11000350;Urbana;Privada;94,5;92,4;94,6;97,9;--;--;5,3;2,6;6,5;8,2;--
Norte;RO;1100205;11000384;Urbana;Estadual;83,3;84,1;78,4;87,4;--;--;28;32,6;27,5;24,2;--
Norte;RO;1100205;11000457;Urbana;Estadual;72,3;67,2;72,2;88,6;--;--;27,4;31,7;31,5;4,3;--
Norte;RO;1100205;11000554;Urbana;Estadual;68,2;61,9;67,7;82;--;--;29,9;34,5;24,3;27,8;--
Norte;RO;1100205;11000678;Urbana;Estadual;93,1;88,3;93,6;100;--;--;14,9;18,8;16,8;6,5;--
Norte;RO;1100205;11000708;Urbana;Estadual;71,2;68,4;70,6;77,3;--;--;32,9;36,2;38,6;18,3;--
Norte;RO;1100205;11000856;Urbana;Estadual;83,5;72,5;92,2;92,7;--;--;17,6;28,5;13,3;0;--
Norte;RO;1100205;11000880;Urbana;Privada;97,8;100;94,3;100;--;--;2,7;2,4;2,8;3,1;--
Norte;RO;1100205;11001046;Urbana;Estadual;84,2;84,4;89;78,9;--;--;45;53,6;38,9;39,9;--
Norte;RO;1100205;11001119;Urbana;Estadual;89,0;83;93,2;94,9;--;--;28,2;35,1;26,2;15;--
Norte;RO;1100205;11001135;Urbana;Estadual;90,3;80,9;95,5;97,9;--;--;17,9;22;18,8;8,5;--
Norte;RO;1100205;11001143;Urbana;Estadual;91,3;91,2;90,9;92,3;--;--;31,4;38,8;26,1;12;--
Norte;RO;1100205;11001283;Urbana;Estadual;74,8;70,5;74,3;81,5;--;--;34,7;32,6;33,3;40;--
Norte;RO;1100205;11001305;Urbana;Estadual;92,6;93,5;89,8;94,3;--;--;28,4;31,3;28,8;21,4;--
Norte;RO;1100205;11001410;Urbana;Estadual;93,6;91,5;93,8;100;--;--;13,9;15,4;17,9;0;--
Norte;RO;1100205;11001496;Urbana;Estadual;72,9;67,4;70,7;91,5;--;--;22,2;19,4;28,4;18,5;--
Norte;RO;1100205;11001550;Urbana;Estadual;92,0;88,9;93,4;100;--;--;24,4;29,4;26,8;0;--
Norte;RO;1100205;11001640;Urbana;Estadual;95,2;95,1;93,4;97,1;--;--;13;14,9;12,8;11,2;--
Norte;RO;1100205;11002018;Urbana;Estadual;61,3;54,3;64,1;71,3;--;--;33,8;37,9;35;24,3;--
Norte;RO;1100205;11002123;Urbana;Estadual;73,6;68,6;75,1;81,7;--;--;28,6;32,2;29;20,7;--
Norte;RO;1100205;11002255;Urbana;Estadual;74,7;75,7;73;76,1;--;--;30,8;34,9;28,8;23,9;--
Norte;RO;1100205;11002468;Urbana;Estadual;99,6;100;99;100;--;--;11;19,2;9,9;4;--
Norte;RO;1100205;11002476;Urbana;Estadual;71,6;71,7;65;80;--;--;48,8;60,8;40;20;--
Norte;RO;1100205;11002484;Urbana;Estadual;94,8;95,5;95,8;93,2;--;--;13,2;17,8;13,2;8,9;--
Norte;RO;1100205;11002506;Urbana;Estadual;90,5;85;95;93,8;--;--;28,4;36,3;21,2;25;--
Norte;RO;1100205;11002514;Urbana;Estadual;79,8;76,6;87,5;75,8;--;--;24,8;35;18,3;17,7;--
Norte;RO;1100205;11002522;Urbana;Estadual;82,8;83,2;83;81,6;--;--;27,9;31,1;28,3;20,6;--
Norte;RO;1100205;11002549;Urbana;Estadual;84,2;82,1;85,1;85,9;--;--;28,8;45,5;21;14,7;--
Norte;RO;1100205;11003065;Urbana;Estadual;89,1;83,3;91,6;93,4;--;--;20,6;34,7;12,8;11,1;--
Norte;RO;1100205;11003081;Urbana;Privada;100,0;100;100;100;--;--;8,4;5,6;11,1;9,1;--
Norte;RO;1100205;11003090;Urbana;Privada;99,1;97,8;100;100;--;--;3,9;4,7;3,3;3,4;--
Norte;RO;1100205;11003413;Urbana;Estadual;84,5;82,3;89,3;81,1;--;--;51,3;47,5;56,1;50;--
Norte;RO;1100205;11003812;Urbana;Estadual;79,8;76,5;77,8;94,4;--;--;52,1;66;34,1;54,5;--
Norte;RO;1100205;11037474;Urbana;Privada;98,0;95,1;100;100;--;--;6,4;13,8;0;2,4;--
Norte;RO;1100205;11038063;Urbana;Estadual;89,6;91,3;90,4;84;--;--;27,1;28,4;22,8;32;--
Norte;RO;1100205;11040629;Urbana;Estadual;91,1;87,4;90,9;100;--;--;19,9;29,6;13,6;9,6;--
Norte;RO;1100205;11040637;Rural;Estadual;60,0;60;--;--;--;--;100;100;--;--;--
Norte;RO;1100205;11040793;Urbana;Estadual;69,9;69,4;75,6;63,4;--;--;20,7;24,2;21,7;14,6;--
Norte;RO;1100205;11043857;Urbana;Privada;92,9;84,4;94,2;100;--;--;1,4;0;1,9;2,3;--
Norte;RO;1100205;11045108;Rural;Estadual;50,0;50;--;--;--;--;100;100;--;--;--
Norte;RO;1100205;11048450;Urbana;Privada;78,0;70,5;78,2;95,3;--;--;21,7;29,2;17,6;10,3;--
Norte;RO;1100205;11048557;Urbana;Privada;100,0;100;100;--;--;--;0;0;0;--;--
Norte;RO;1100205;11048581;Rural;Estadual;68,8;66,7;40;87,5;--;--;93,8;66,7;100;100;--
Norte;RO;1100205;11048590;Rural;Estadual;100,0;100;100;100;--;--;100;100;100;100;--
Norte;RO;1100205;11048670;Urbana;Estadual;83,1;80,6;85;85,7;--;--;36,9;33,3;23,8;64,3;--
Norte;RO;1100205;11049006;Urbana;Privada;100,0;100;100;100;--;--;0;0;0;0;--
Norte;RO;1100205;11049073;Urbana;Privada;100,0;100;100;100;--;--;0;0;0;0;--
Norte;RO;1100205;11049430;Urbana;Estadual;95,1;94,1;93,8;98,5;--;--;21,7;25;16,7;24,3;--
Norte;RO;1100205;11049936;Urbana;Estadual;92,6;93,2;94,8;88;--;--;29,7;32;29,4;25,9;--
Norte;RO;1100205;11050128;Rural;Estadual;50,0;--;50;--;--;--;100;--;100;--;--
Norte;RO;1100205;11050349;Rural;Estadual;68,2;69,7;69,6;62,5;--;--;42;50;32,7;32,6;--
Norte;RO;1100205;11050578;Urbana;Estadual;82,5;77,6;83;91,7;--;--;56,2;60,8;60;38,5;--
Norte;RO;1100205;11104805;Rural;Estadual;78,5;75,2;79,3;83,3;--;--;20,2;24;19,8;14,1;--
Norte;RO;1100205;11109807;Urbana;Federal;91,7;88,8;92,9;93,9;--;--;22,7;21,8;29,1;12,9;--
Norte;RO;1100205;11113804;Rural;Estadual;79,2;81,7;73,7;81,3;--;--;58,6;53,3;71,8;52,6;--
Norte;RO;1100254;11018089;Urbana;Estadual;95,9;91,8;96,6;100;--;--;8,2;9,9;6,7;7,7;--
Norte;RO;1100254;11018216;Urbana;Estadual;95,3;100;95;90;--;--;6,5;7,7;4,8;8,3;--
Norte;RO;1100254;11018267;Urbana;Estadual;98,4;100;95,2;100;--;--;10,3;4,5;9,1;16,7;--
Norte;RO;1100254;11018810;Urbana;Estadual;88,0;86,1;88,1;91,1;--;--;7,7;11,3;4,6;5,9;--
Norte;RO;1100254;11018950;Urbana;Estadual;92,5;88,9;92,6;97,1;--;--;17,2;21,4;20,7;9,3;--
Norte;RO;1100254;11048441;Rural;Estadual;100,0;100;100;100;--;--;14,6;11,1;11,1;21,4;--
Norte;RO;1100262;11009306;Urbana;Estadual;92,8;90,7;93,2;95;--;--;23,9;21;32,7;17,8;--
Norte;RO;1100288;11028750;Urbana;Estadual;84,7;89,7;81,6;84,2;--;--;23,2;30,1;25,5;15,6;--
Norte;RO;1100288;11029056;Urbana;Estadual;96,6;91,4;100;100;--;--;24;25;22,6;24,2;--
Norte;RO;1100288;11029110;Urbana;Estadual;95,1;92,9;98,1;94,1;--;--;16,7;23,4;13,1;11,6;--
Norte;RO;1100288;11029170;Urbana;Estadual;98,6;--;100;96,7;--;--;6;--;9,8;0;--
Norte;RO;1100288;11029307;Urbana;Estadual;98,2;96,2;100;100;--;--;14,3;19,4;10,8;8,7;--
Norte;RO;1100288;11029439;Urbana;Estadual;99,6;99,1;100;100;--;--;8,1;11,5;3,7;7,5;--
Norte;RO;1100288;11029455;Urbana;Estadual;94,9;94,1;94,4;96,7;--;--;11,5;13,6;14,1;6,5;--
Norte;RO;1100288;11029480;Urbana;Estadual;86,3;94,1;81,4;81;--;--;25,2;34,9;22,5;10,3;--
Norte;RO;1100288;11045639;Urbana;Privada;100,0;100;100;100;--;--;0;0;0;0;--
Norte;RO;1100288;11048174;Urbana;Privada;100,0;100;100;100;--;--;0;0;0;0;--
Norte;RO;1100296;11029951;Urbana;Estadual;99,5;100;98,3;100;--;--;9,3;13,7;5,9;7,2;--
Norte;RO;1100304;11033215;Urbana;Privada;100,0;100;100;100;--;--;4;4,4;8,7;0;--
Norte;RO;1100304;11033649;Urbana;Estadual;67,6;63,8;63,8;79,3;--;--;28,7;33,5;31,8;16,7;--
Norte;RO;1100304;11033738;Urbana;Privada;88,2;90;80;100;--;--;6,3;0;14,3;0;--
Norte;RO;1100304;11033797;Urbana;Estadual;80,6;74,9;80,3;88,9;--;--;22;24,1;24,8;15,5;--
Norte;RO;1100304;11033819;Urbana;Estadual;96,0;91,2;100;100;--;--;19,6;26,6;11,5;17,9;--
Norte;RO;1100304;11033835;Urbana;Estadual;86,8;82,8;88,3;98,2;--;--;16,5;19,4;17;3,8;--
Norte;RO;1100304;11041951;Urbana;Privada;98,9;96,7;100;100;--;--;1,1;3,2;0;0;--
Norte;RO;1100304;11043954;Urbana;Privada;100,0;100;100;100;--;--;2,5;5;2,9;0;--
Norte;RO;1100304;11046635;Rural;Estadual;100,0;--;100;--;--;--;62,5;--;62,5;--;--
Norte;RO;1100304;11049324;Rural;Estadual;100,0;100;100;100;--;--;100;100;100;100;--
Norte;RO;1100304;11106867;Urbana;Estadual;67,2;62,5;68,6;74,5;--;--;30,7;37,2;29,4;20,8;--
Norte;RO;1100304;11107804;Urbana;Federal;91,6;90,1;90,7;95,2;--;--;11,7;10,8;15,8;7,1;--
Norte;RO;1100320;11022981;Urbana;Estadual;97,8;98,4;98;96,9;--;--;16,2;18,8;13;15,9;--
Norte;RO;1100338;11003979;Urbana;Estadual;96,3;95,4;95,7;98;--;--;24,3;29,1;20,5;23,4;--
Norte;RO;1100338;11004274;Urbana;Estadual;89,2;92,6;85,9;87,8;--;--;24,8;26,5;26,1;20;--
Norte;RO;1100338;11048247;Urbana;Estadual;80,0;82,8;71,2;83,1;--;--;30,8;35,4;27,8;26,8;--
Norte;RO;1100338;11049855;Urbana;Estadual;77,2;78,3;78,2;74,4;--;--;27,7;33,8;22,6;24,4;--
Norte;RO;1100346;11023678;Urbana;Estadual;95,6;94,7;93,9;99,2;--;--;13,5;21,1;8,8;7,5;--
Norte;RO;1100379;11024437;Urbana;Estadual;85,4;87,1;80,6;88,7;--;--;22,8;24,3;23,8;19,1;--
Norte;RO;1100403;11009888;Urbana;Estadual;82,4;90,2;72,2;87,1;--;--;20,4;17;27,2;13,9;--
Norte;RO;1100452;11004428;Urbana;Estadual;91,7;94,3;92,9;88;--;--;16,4;18,8;15,3;15,8;--
Norte;RO;1100452;11039582;Urbana;Estadual;94,0;93,9;90,5;100;--;--;12,6;11,5;13;14,3;--
Norte;RO;1100452;11042028;Urbana;Estadual;83,6;85,5;82,9;81,7;--;--;22;24,1;18,6;23,3;--
Norte;RO;1100452;11045914;Urbana;Estadual;78,2;87,9;74,7;55,9;--;--;27;25;32,5;20,6;--
Norte;RO;1100502;11030003;Urbana;Estadual;98,5;97,7;97,7;100;--;--;14,7;6,8;4,3;30,2;--
Norte;RO;1100502;11030216;Rural;Privada;95,7;98;92,3;96,6;95,5;--;11,9;12,1;16,3;9,7;8,9
Norte;RO;1100502;11030372;Urbana;Estadual;97,6;98,3;98,1;96,3;--;--;19,4;27,1;15,8;14,8;--
Norte;RO;1100601;11010290;Urbana;Estadual;93,0;90,6;96,4;91,4;--;--;14,6;21;12,9;7,5;--
Norte;RO;1100700;11004347;Urbana;Estadual;85,2;82,6;88,9;86,3;--;--;34,3;39;34,8;22,6;--
Norte;RO;1100700;11076801;Rural;Estadual;81,5;72,1;82,4;93,5;--;--;32,7;40,9;29,4;25;--
Norte;RO;1100809;11005041;Urbana;Estadual;64,1;65,2;65,7;60,2;--;--;14;21,3;9,5;7,3;--
Norte;RO;1100809;11046953;Urbana;Estadual;80,6;81,4;78,1;81,8;--;--;26,6;35,6;22,6;14,7;--
Norte;RO;1100809;11048808;Rural;Estadual;100,0;--;100;100;--;--;100;--;100;100;--
Norte;RO;1100908;11030666;Urbana;Estadual;99,0;97,8;100;100;--;--;24,7;33,3;14,8;21,4;--
Norte;RO;1100924;11033274;Rural;Estadual;100,0;100;100;100;--;--;83,3;50;100;100;--
Norte;RO;1100924;11033320;Rural;Estadual;100,0;100;--;100;--;--;100;100;--;100;--
Norte;RO;1100924;11095806;Rural;Estadual;96,9;100;100;87,5;--;--;8,8;8,3;0;20;--
Norte;RO;1100924;11106859;Urbana;Estadual;78,8;81,3;79,6;74,2;--;--;27,6;31,7;24;26,9;--
Norte;RO;1100940;11009152;Urbana;Estadual;81,7;85,6;84,5;72,5;--;--;23,7;23;22;26,7;--
Norte;RO;1101005;11019115;Urbana;Estadual;96,8;90,3;100;100;--;--;25;21,9;26,8;25,7;--
Norte;RO;1101005;11019140;Urbana;Estadual;90,8;84,8;93,8;95,2;--;--;18,5;21,3;16,9;16,9;--
Norte;RO;1101104;11005360;Urbana;Estadual;68,4;63,8;71,4;74,3;--;--;25,8;32,7;23,1;14,3;--
Norte;RO;1101203;11031298;Urbana;Estadual;95,7;93,4;98,9;94,8;--;--;16,4;16,3;18,6;13,8;--
Norte;RO;1101302;11019948;Urbana;Estadual;78,1;79,2;78,9;76,1;--;--;25,3;26,5;23,5;26;--
Norte;RO;1101302;11019956;Rural;Privada;100,0;100;100;100;--;--;5,1;4,9;2,4;9,1;--
Norte;RO;1101401;11010665;Urbana;Estadual;92,4;89,6;94,2;95,4;--;--;24,9;27,1;26,8;19;--
Norte;RO;1101435;11017120;Urbana;Estadual;83,5;86,4;81,9;80,8;--;--;27,1;29,5;28,6;20,8;--
Norte;RO;1101450;11031689;Urbana;Estadual;92,7;91,5;90,5;97,1;--;--;14,7;15,4;12,5;16,2;--
Norte;RO;1101450;11049065;Rural;Estadual;100,0;100;--;100;--;--;50;0;--;100;--
Norte;RO;1101468;11035080;Urbana;Estadual;98,8;100;96,2;100;--;--;21,3;16,1;24,1;25;--
Norte;RO;1101476;11031913;Rural;Estadual;85,7;60;100;100;--;--;23,3;41,2;15,4;7,7;--
Norte;RO;1101476;11032189;Urbana;Estadual;97,8;97,2;100;95,8;--;--;19,1;22,2;17,2;16,7;--
Norte;RO;1101484;11031964;Urbana;Estadual;82,2;86,5;77,3;82,8;--;--;26,9;25,7;31,3;21,2;--
