Regiao;Estado;Cod_Munic;Cod_escola;Localizacao;Dependencia_administrativa;TotalApr;1a;2a;3a;4a;Nao-seriado;MED_CAT_0;MED_01_CAT_0;MED_02_CAT_0;MED_03_CAT_0;MED_04_CAT_0
Nordeste;CE;2304400;23323418;Urbana;Estadual;100,0;100;100;100;--;--;4,7;4,2;6,1;4;--
Nordeste;CE;2304400;23323426;Urbana;Estadual;99,8;100;100;99,2;--;--;6,1;5,6;5,2;7,9;--
Nordeste;CE;2304400;23323434;Urbana;Estadual;100,0;100;100;100;--;--;4,7;5;4,4;4,6;--
Nordeste;CE;2304400;23334266;Urbana;Privada;99,1;97,9;100;99,1;--;--;1,3;0;1,6;1,7;--
Nordeste;CE;2304400;23395630;Urbana;Privada;98,7;100;96,9;100;--;--;7,9;3,6;12,1;6,7;--
Nordeste;CE;2304400;23462442;Urbana;Privada;92,6;91,1;85,9;100;--;--;3,2;2,9;4;2,8;--
Nordeste;CE;2304400;23462450;Urbana;Privada;100,0;100;100;100;--;--;8,4;11,9;3,8;8,5;--
Nordeste;CE;2304400;23462604;Urbana;Privada;100,0;100;100;100;--;--;4,2;3,7;8;0;--
Nordeste;CE;2304400;23491035;Urbana;Privada;97,1;94,2;97,8;100;--;--;2;0,9;2,9;2,4;--
Nordeste;CE;2304400;23498994;Urbana;Privada;93,1;91,3;84,9;100;--;--;5,4;6,9;3,8;5,1;--
Nordeste;CE;2304400;23545313;Urbana;Privada;100,0;100;100;100;--;--;20;33,3;0;0;--
Nordeste;CE;2304400;23564121;Urbana;Privada;100,0;100;100;100;--;--;0,9;0;0;3,2;--
Nordeste;CE;2304459;23125012;Urbana;Estadual;98,5;99,4;96,3;100;--;--;26,2;25,3;25,3;28;--
Nordeste;CE;2304509;23015705;Urbana;Estadual;95,8;96,1;93,1;99,2;--;--;10,2;8,4;13,3;8,6;--
Nordeste;CE;2304608;23044756;Urbana;Estadual;96,5;91,2;96,8;100;--;--;23,5;27;20,8;24;--
Nordeste;CE;2304608;23277513;Urbana;Estadual;100,0;100;--;--;--;--;4,5;4,5;--;--;--
Nordeste;CE;2304657;23236507;Urbana;Estadual;95,8;96,9;93,5;96,6;--;--;17,1;14,8;13,5;24,3;--
Nordeste;CE;2304707;23005017;Urbana;Privada;100,0;--;--;100;--;--;0;--;--;0;--
Nordeste;CE;2304707;23005033;Urbana;Estadual;100,0;100;100;100;--;--;13,1;14,7;12,3;11,7;--
Nordeste;CE;2304707;23005157;Urbana;Estadual;98,3;99,4;96;100;--;--;14,3;14,9;14,4;13,5;--
Nordeste;CE;2304707;23236655;Rural;Estadual;99,0;100;97,9;99;--;--;6,3;9,5;4,9;3,9;--
Nordeste;CE;2304707;23252430;Urbana;Estadual;100,0;100;100;100;--;--;4,5;5,7;2,9;4,8;--
Nordeste;CE;2304707;23275049;Rural;Estadual;91,2;90,1;87,3;100;--;--;15,9;19,8;17,9;6,3;--
Nordeste;CE;2304806;23157879;Urbana;Estadual;98,3;96,7;98,6;100;--;--;18,5;20;14,7;20,6;--
Nordeste;CE;2304905;23019344;Urbana;Estadual;98,6;98,5;98,2;99;--;--;5,1;7,6;3,6;3,6;--
Nordeste;CE;2304954;23078901;Urbana;Estadual;88,3;82,1;81,4;99,4;--;--;36,9;31,9;38,6;40,2;--
Nordeste;CE;2304954;23235683;Urbana;Estadual;99,6;100;98,5;100;--;--;6,6;5,6;8,7;5,8;--
Nordeste;CE;2305001;23009578;Urbana;Estadual;99,5;99;99,5;100;--;--;21,6;23,3;21,6;19,7;--
Nordeste;CE;2305001;23009594;Urbana;Privada;100,0;100;100;100;--;--;5;6,7;0;6,7;--
Nordeste;CE;2305001;23009748;Urbana;Estadual;99,7;99,3;100;100;--;--;12,1;12,9;10,3;12,9;--
Nordeste;CE;2305001;23564318;Urbana;Estadual;100,0;100;100;100;--;--;5,1;3,8;6,6;5,1;--
Nordeste;CE;2305100;23054530;Urbana;Estadual;99,5;100;98,5;100;--;--;32;21,9;31,7;41,1;--
Nordeste;CE;2305209;23031530;Urbana;Estadual;94,6;92;93;98,8;--;--;25,4;29,9;22,1;25,6;--
Nordeste;CE;2305209;23236027;Urbana;Estadual;99,0;98,3;99,2;100;--;--;5,3;5,6;6,7;3,4;--
Nordeste;CE;2305233;23083921;Urbana;Estadual;98,6;99,5;97,6;99;--;--;16,3;21,8;12,2;16,3;--
Nordeste;CE;2305233;23264071;Urbana;Estadual;100,0;100;100;100;--;--;5;3,4;5,7;5,9;--
Nordeste;CE;2305233;23274654;Urbana;Privada;100,0;100;100;100;--;--;3,4;5,9;4;0;--
Nordeste;CE;2305233;23277963;Urbana;Estadual;100,0;100;--;--;--;--;17,9;17,9;--;--;--
Nordeste;CE;2305233;23278021;Urbana;Estadual;99,4;99,4;--;--;--;--;8;8;--;--;--
Nordeste;CE;2305233;23545550;Rural;Estadual;96,4;95,4;95,9;97,8;--;--;11,6;14,8;9,2;10,8;--
Nordeste;CE;2305266;23099194;Urbana;Estadual;90,4;86,4;91,8;93,3;--;--;20,4;20,6;18,4;22,2;--
Nordeste;CE;2305308;23010665;Urbana;Estadual;97,4;95,9;98,5;98,1;--;--;21,5;18,7;23,2;22,9;--
Nordeste;CE;2305308;23010673;Urbana;Privada;100,0;100;100;100;--;--;2,9;0;10;0;--
Nordeste;CE;2305308;23249900;Urbana;Estadual;100,0;100;100;100;--;--;23,5;23,5;26,8;21,9;--
Nordeste;CE;2305332;23126833;Urbana;Estadual;99,5;100;98,4;100;--;--;12,2;15,7;11,5;9;--
Nordeste;CE;2305357;23125314;Urbana;Estadual;93,8;90,6;93,5;95,7;--;--;34,9;46,6;31,1;33,9;--
Nordeste;CE;2305357;23277920;Urbana;Estadual;98,2;98,2;--;--;--;--;18;18;--;--;--
Nordeste;CE;2305407;23140518;Urbana;Estadual;100,0;100;100;100;--;--;13;15,7;6,7;15,8;--
Nordeste;CE;2305407;23140780;Urbana;Estadual;100,0;100;100;100;--;--;27,7;29,4;27,8;25,6;--
Nordeste;CE;2305407;23274832;Urbana;Privada;93,3;88,9;100;--;--;--;6,3;0;16,7;--;--
Nordeste;CE;2305407;23545720;Urbana;Estadual;99,2;99,4;98,2;100;--;--;2,8;2,8;0,6;5,1;--
Nordeste;CE;2305407;23545755;Rural;Estadual;91,5;85,7;92,7;98,1;--;--;20,8;24,1;19;18,4;--
Nordeste;CE;2305506;23142286;Urbana;Estadual;97,8;96,2;97,7;100;--;--;27,3;28,7;22,5;30,4;--
Nordeste;CE;2305506;23142308;Urbana;Federal;89,9;88,2;90;97,7;--;--;44,6;42;43,2;62,2;--
Nordeste;CE;2305506;23142332;Urbana;Estadual;99,7;100;99,2;100;--;--;1,1;2,5;0;0,9;--
Nordeste;CE;2305506;23142375;Urbana;Estadual;96,5;96,5;94,3;99,2;--;--;13,1;13,2;13,1;12,8;--
Nordeste;CE;2305506;23142472;Urbana;Privada;84,2;64,3;100;94,4;--;--;20,5;26,7;0;22,2;--
Nordeste;CE;2305506;23142804;Urbana;Estadual;87,1;83,6;83,6;100;--;--;23;19;22,1;31,9;--
Nordeste;CE;2305506;23142820;Urbana;Privada;100,0;100;100;100;--;--;1,8;4,1;0;1,8;--
Nordeste;CE;2305506;23143150;Urbana;Privada;100,0;100;100;100;--;--;2,9;0;6,5;2,1;--
Nordeste;CE;2305506;23241489;Urbana;Estadual;96,6;97,9;96,7;95,1;--;--;12,4;13,4;10,8;13,2;--
Nordeste;CE;2305506;23246669;Urbana;Estadual;98,6;98,8;97;100;--;--;3,7;3,9;1,7;5,5;--
Nordeste;CE;2305506;23265159;Urbana;Privada;100,0;100;100;100;--;--;20,6;18,8;0;36,4;--
Nordeste;CE;2305506;23272201;Rural;Estadual;98,9;98,1;98,7;100;--;--;7,9;9,7;5,1;8,3;--
Nordeste;CE;2305605;23087196;Urbana;Estadual;100,0;100;100;100;--;--;11;16,7;13,8;4,5;--
Nordeste;CE;2305605;23087323;Urbana;Estadual;98,6;97,1;98,6;100;--;--;22,9;27,1;27,5;14,7;--
Nordeste;CE;2305605;23246740;Urbana;Estadual;99,8;100;100;99,4;--;--;3,2;3,4;1,9;4,3;--
Nordeste;CE;2305605;23255587;Rural;Privada;100,0;100;100;100;--;--;37,5;23,5;63,2;16,7;--
Nordeste;CE;2305654;23217510;Urbana;Estadual;96,4;93,1;98,3;98,5;--;--;10,7;16,2;9,8;5;--
Nordeste;CE;2305704;23149795;Urbana;Estadual;95,6;91,9;94,9;100;--;--;43,9;41,6;40,9;49,1;--
Nordeste;CE;2305803;23026570;Urbana;Privada;100,0;100;100;100;--;--;2;0;5,3;0;--
Nordeste;CE;2305803;23026596;Urbana;Estadual;98,6;97,5;99,1;99;--;--;32,5;36;30,5;31,7;--
Nordeste;CE;2305803;23026693;Urbana;Estadual;98,1;96,8;97,5;100;--;--;19,3;13,5;29,8;14,5;--
Nordeste;CE;2305803;23027517;Urbana;Privada;100,0;100;100;100;--;--;8,3;0;0;36,4;--
Nordeste;CE;2305803;23027584;Urbana;Estadual;100,0;100;100;100;--;--;36,8;34,9;29,5;47,7;--
Nordeste;CE;2305803;23183675;Urbana;Privada;100,0;100;100;100;--;--;0;0;0;0;--
Nordeste;CE;2305803;23237775;Rural;Estadual;97,6;93,8;100;100;--;--;19,9;20,2;16,7;21,4;--
Nordeste;CE;2305803;23564008;Urbana;Estadual;100,0;100;100;100;--;--;5,2;5,1;4,2;6,3;--
Nordeste;CE;2305902;23028068;Urbana;Estadual;99,7;99,5;99,6;100;--;--;49;55,2;46,9;44,8;--
Nordeste;CE;2305902;23273909;Rural;Estadual;100,0;100;100;100;--;--;18,9;35,3;14,3;9,1;--
Nordeste;CE;2305902;23564431;Rural;Estadual;97,8;96,7;98;99,1;--;--;33,6;34,4;27,7;40,2;--
Nordeste;CE;2305902;23564440;Urbana;Estadual;100,0;100;100;100;--;--;14,9;20;17,7;6,3;--
Nordeste;CE;2306009;23137924;Urbana;Estadual;99,6;99,1;100;100;--;--;6,9;5,6;6,2;10;--
Nordeste;CE;2306009;23138106;Urbana;Estadual;97,8;100;98,7;95,1;--;--;4,5;5,3;4,8;3,4;--
Nordeste;CE;2306108;23019565;Urbana;Estadual;97,8;98,7;97,4;97,3;--;--;6,7;6;5,7;8,5;--
Nordeste;CE;2306108;23545500;Rural;Estadual;99,3;100;98;100;--;--;5,4;8,7;2;5,8;--
Nordeste;CE;2306108;23545518;Rural;Estadual;98,1;100;96,3;98,1;--;--;8,9;9,6;6,3;10,6;--
Nordeste;CE;2306207;23125586;Urbana;Estadual;97,8;95,7;98,9;98,9;--;--;11,9;17;11,5;6,7;--
Nordeste;CE;2306256;23076194;Urbana;Estadual;90,8;87,8;88,6;97,3;--;--;22,7;25,9;21;20,9;--
Nordeste;CE;2306256;23244992;Urbana;Estadual;96,2;95;97,4;95,9;--;--;22,9;29,3;16,3;24,3;--
Nordeste;CE;2306256;23462329;Rural;Estadual;98,8;100;96,9;100;--;--;17,9;20,7;17,3;13;--
Nordeste;CE;2306256;23564032;Urbana;Estadual;100,0;100;100;100;--;--;3,5;3,9;2,4;4,1;--
Nordeste;CE;2306306;23041790;Urbana;Estadual;99,6;99,4;99,4;100;--;--;0,7;0,6;1,7;0;--
Nordeste;CE;2306306;23041811;Urbana;Estadual;98,8;97,2;99,4;100;--;--;14,8;9,7;16,5;19;--
Nordeste;CE;2306306;23041854;Urbana;Estadual;96,5;96,7;94,1;98,9;--;--;20,2;22,5;15,2;22,3;--
Nordeste;CE;2306306;23041889;Urbana;Estadual;100,0;100;100;100;--;--;4;1,4;4,9;5,6;--
Nordeste;CE;2306405;23035684;Urbana;Estadual;98,0;97;97,6;99,6;--;--;16,7;17,5;15,2;18;--
Nordeste;CE;2306405;23036010;Urbana;Estadual;98,4;98;97,9;99,4;--;--;7,7;7,5;8,4;7,2;--
Nordeste;CE;2306405;23036273;Urbana;Estadual;98,5;95,9;100;100;--;--;10,9;8,7;7,3;17,7;--
Nordeste;CE;2306405;23036370;Urbana;Privada;100,0;100;100;100;--;--;5,9;14,3;0;0;--
Nordeste;CE;2306405;23036710;Urbana;Estadual;97,1;97,5;96,5;97,4;--;--;14,5;16,6;15,1;11,8;--
Nordeste;CE;2306405;23038004;Urbana;Estadual;99,7;100;98,9;100;--;--;14,7;12,3;14,8;17,5;--
Nordeste;CE;2306405;23182016;Urbana;Privada;100,0;100;100;100;--;--;3,6;0;10;0;--
Nordeste;CE;2306405;23259434;Urbana;Federal;56,1;68,4;48,8;55,1;--;--;31,2;8,2;37,1;39,8;--
Nordeste;CE;2306405;23264888;Rural;Estadual;99,1;99;98,9;99,4;--;--;13,5;16,1;13,7;10,2;--
Nordeste;CE;2306405;23268700;Rural;Estadual;100,0;100;100;100;--;--;17,5;33,3;0;20;--
Nordeste;CE;2306405;23320214;Urbana;Estadual;99,6;99,4;99,4;100;--;--;1,2;1,1;0,6;1,8;--
Nordeste;CE;2306405;23545402;Rural;Estadual;98,2;98,3;96,7;100;--;--;13,3;13;11,5;15,6;--
Nordeste;CE;2306504;23054808;Urbana;Estadual;91,0;90;89,5;93,5;--;--;24,1;26,7;23,2;22,7;--
Nordeste;CE;2306504;23246642;Rural;Estadual;97,7;98,2;94,7;100;--;--;21,4;10,9;31,6;26,3;--
Nordeste;CE;2306553;23006137;Urbana;Privada;91,1;80;100;100;--;--;12,7;16;17,6;0;--
Nordeste;CE;2306553;23006307;Urbana;Estadual;95,7;93,6;98,1;95,4;--;--;11,6;14,6;8;11,9;--
Nordeste;CE;2306553;23207477;Urbana;Privada;97,8;100;90;100;--;--;2,1;4,8;0;0;--
Nordeste;CE;2306553;23215720;Rural;Estadual;92,3;94,1;100;90,6;--;--;62,7;45;0;80;--
Nordeste;CE;2306553;23215747;Rural;Estadual;95,5;100;84,6;100;--;--;25;13,3;23,1;37,5;--
Nordeste;CE;2306553;23215755;Rural;Estadual;93,6;95,8;85,7;100;--;--;26,7;26,1;15,4;44,4;--
Nordeste;CE;2306553;23272104;Urbana;Estadual;100,0;100;100;100;--;--;2,5;2,2;3;2,4;--
Nordeste;CE;2306553;23506989;Urbana;Estadual;96,7;93,9;97,2;100;--;--;12,4;14,2;5,3;17,4;--
Nordeste;CE;2306553;23545437;Urbana;Estadual;95,9;95,9;93,7;98,5;--;--;9,2;10,8;6,3;10,8;--
Nordeste;CE;2306553;23545445;Rural;Estadual;96,8;93,8;96,6;100;--;--;14,4;17,9;13,6;11,3;--
Nordeste;CE;2306603;23050055;Urbana;Estadual;96,2;93,9;95,8;98,9;--;--;29,5;39,4;23,9;25,3;--
Nordeste;CE;2306603;23050764;Urbana;Estadual;95,7;93,3;95,7;98,2;--;--;28,3;32,3;25;28,4;--
Nordeste;CE;2306603;23277530;Urbana;Estadual;98,9;98,9;--;--;--;--;15,9;15,9;--;--;--
Nordeste;CE;2306702;23134488;Urbana;Estadual;94,7;90,7;96,8;98,1;--;--;16,5;18,8;20,3;10,6;--
Nordeste;CE;2306702;23545577;Rural;Estadual;92,0;89,2;82,8;100;--;--;29,8;29,7;31;29,2;--
Nordeste;CE;2306801;23135425;Urbana;Estadual;94,8;93,8;93,8;97,4;--;--;17,5;13,2;22,5;16,5;--
Nordeste;CE;2306900;23135891;Urbana;Privada;100,0;100;100;100;--;--;4,5;3,4;11,1;0;--
Nordeste;CE;2306900;23135905;Urbana;Estadual;95,9;94,8;97,9;94,9;--;--;21,2;12,7;19,8;38,1;--
Nordeste;CE;2306900;23136413;Urbana;Estadual;94,7;92,7;96,8;94,9;--;--;23,6;22,2;20,6;28;--
Nordeste;CE;2306900;23137150;Urbana;Estadual;93,5;87,6;97,7;95,4;--;--;15;15,4;18,4;11,2;--
Nordeste;CE;2306900;23240431;Urbana;Federal;77,6;63,5;89,5;87;--;--;16,1;19,1;10,2;17,2;--
Nordeste;CE;2306900;23323442;Urbana;Estadual;99,7;100;99,1;100;--;--;5,5;1,7;7,8;7,2;--
Nordeste;CE;2307007;23127171;Urbana;Estadual;100,0;100;100;100;--;--;13,8;7,4;18,4;15,3;--
Nordeste;CE;2307007;23127430;Urbana;Estadual;95,6;95,2;96,9;94,3;--;--;22,1;28,3;15,7;21,4;--
Nordeste;CE;2307007;23127490;Urbana;Privada;100,0;100;100;100;--;--;0;0;0;0;--
Nordeste;CE;2307007;23236094;Urbana;Estadual;100,0;100;100;100;--;--;3;4,4;1,9;2,6;--
Nordeste;CE;2307106;23164050;Urbana;Estadual;99,1;98,8;98,7;100;--;--;34,9;36,8;31,4;35,2;--
Nordeste;CE;2307106;23244666;Rural;Estadual;100,0;100;100;100;--;--;8;5,5;12,7;5,9;--
Nordeste;CE;2307205;23170492;Urbana;Estadual;96,7;97,6;96,9;95,6;--;--;17,2;16;12,8;24,2;--
Nordeste;CE;2307254;23007036;Urbana;Estadual;95,5;92,5;93,9;100;--;--;7,8;10,8;7;6,4;--
Nordeste;CE;2307254;23277491;Urbana;Estadual;100,0;100;--;--;--;--;2,8;2,8;--;--;--
Nordeste;CE;2307304;23164808;Urbana;Estadual;95,2;94,6;93,3;97,9;--;--;20,2;21,1;19,5;20,1;--
Nordeste;CE;2307304;23164867;Urbana;Estadual;97,4;98,4;94,2;100;--;--;21,7;21,1;22;22;--
Nordeste;CE;2307304;23164913;Urbana;Estadual;89,7;90,3;89,8;88,9;--;--;32,4;24,6;36;38;--
Nordeste;CE;2307304;23165022;Urbana;Privada;100,0;100;100;--;--;--;6,3;11,8;0;--;--
Nordeste;CE;2307304;23165049;Urbana;Privada;100,0;100;100;100;--;--;10,9;19;0;7,7;--
Nordeste;CE;2307304;23165197;Urbana;Estadual;96,6;95,1;94,9;100;--;--;29,3;26,3;32,5;29,8;--
Nordeste;CE;2307304;23165278;Urbana;Estadual;100,0;100;100;100;--;--;1,5;0,3;2,1;1,9;--
Nordeste;CE;2307304;23165391;Urbana;Privada;97,7;100;95,5;100;--;--;7;9,1;0;18,2;--
Nordeste;CE;2307304;23165421;Urbana;Estadual;97,9;97,2;98;98,9;--;--;31;26,8;36,3;31,8;--
Nordeste;CE;2307304;23165430;Urbana;Estadual;100,0;100;100;100;--;--;10,5;6,7;10,9;13,9;--
Nordeste;CE;2307304;23165588;Urbana;Privada;100,0;100;100;100;--;--;4,1;0;3,7;6,9;--
Nordeste;CE;2307304;23165618;Urbana;Estadual;100,0;100;100;100;--;--;24,6;24,9;25,8;23,1;--
Nordeste;CE;2307304;23165774;Urbana;Estadual;98,5;100;93,8;100;--;--;20,9;20,7;22,9;19,4;--
Nordeste;CE;2307304;23165901;Urbana;Privada;99,4;100;98,5;100;--;--;3,8;2,9;4,5;3,9;--
Nordeste;CE;2307304;23165910;Urbana;Estadual;100,0;100;100;100;--;--;9,6;8,9;10,6;9,4;--
Nordeste;CE;2307304;23165952;Urbana;Privada;99,6;99,5;99,4;100;--;--;6;6,6;6,3;5,2;--
Nordeste;CE;2307304;23166061;Urbana;Privada;97,5;92,3;100;100;--;--;11,9;14,3;11,8;9,1;--
Nordeste;CE;2307304;23166100;Urbana;Estadual;99,4;99,6;98,7;100;--;--;22,8;24,2;18,8;25,7;--
Nordeste;CE;2307304;23190884;Urbana;Estadual;94,2;96,3;93,5;90,8;--;--;25,3;25,4;26,3;23,9;--
Nordeste;CE;2307304;23192020;Urbana;Privada;100,0;100;100;100;--;--;11,6;16,7;3,7;16,7;--
Nordeste;CE;2307304;23194103;Urbana;Privada;95,7;87,5;100;100;--;--;0;0;0;0;--
Nordeste;CE;2307304;23206403;Urbana;Federal;91,9;86,3;95,5;94,7;--;--;14,7;13,6;14,5;16;--
Nordeste;CE;2307304;23236205;Urbana;Estadual;100,0;100;100;100;--;--;6,5;10,1;3,7;5,6;--
Nordeste;CE;2307304;23236469;Urbana;Estadual;100,0;100;100;100;--;--;4,5;5,8;4,3;3,4;--
Nordeste;CE;2307304;23244607;Urbana;Privada;100,0;100;100;100;--;--;0;0;0;0;--
Nordeste;CE;2307304;23276649;Urbana;Privada;100,0;100;--;--;--;--;0;0;--;--;--
Nordeste;CE;2307304;23277548;Rural;Estadual;100,0;100;100;100;--;--;35,9;33,3;45,5;28,6;--
Nordeste;CE;2307403;23146990;Urbana;Estadual;95,0;92,5;93,6;100;--;--;17,6;16,8;14,9;22,1;--
Nordeste;CE;2307403;23246677;Urbana;Estadual;99,5;100;99,1;99,3;--;--;2,2;2,2;2,5;1,9;--
Nordeste;CE;2307403;23545704;Rural;Estadual;86,5;81,9;82,4;96,7;--;--;6,1;5,7;7,7;4,9;--
Nordeste;CE;2307502;23150173;Urbana;Estadual;100,0;100;100;100;--;--;23,7;28,6;23,1;19,3;--
Nordeste;CE;2307502;23150297;Urbana;Estadual;96,1;89,9;95,7;100;--;--;49,4;72,1;32,8;50,7;--
Nordeste;CE;2307502;23243023;Rural;Estadual;100,0;100;100;100;--;--;15;13,3;12,3;19,6;--
Nordeste;CE;2307601;23127821;Urbana;Estadual;99,8;99,3;100;100;--;--;6,3;6;7,9;4,8;--
Nordeste;CE;2307601;23128208;Urbana;Estadual;97,2;96,7;96,5;98,4;--;--;19,9;24,5;17,5;18,3;--
Nordeste;CE;2307601;23271710;Urbana;Privada;99,5;100;98,6;100;--;--;3,2;3,3;5,6;0;--
Nordeste;CE;2307601;23272953;Urbana;Privada;96,8;92,9;100;100;--;--;9,7;7,1;25;7,7;--
Nordeste;CE;2307601;23274123;Urbana;Privada;100,0;100;100;100;--;--;3,6;5,9;2,1;3,6;--
Nordeste;CE;2307601;23277904;Urbana;Estadual;100,0;100;--;--;--;--;13,8;13,8;--;--;--
Nordeste;CE;2307601;23533986;Urbana;Federal;86,8;78,6;84,3;100;--;--;11,3;6,7;19,7;7;--
Nordeste;CE;2307635;23099380;Urbana;Estadual;95,4;91,9;96;98,9;--;--;29;32,9;26,4;26,9;--
Nordeste;CE;2307635;23545585;Rural;Estadual;94,3;92,7;97,2;92,9;--;--;26,9;23,3;30,6;27,6;--
Nordeste;CE;2307650;23079495;Urbana;Estadual;99,0;98,7;99,2;99,2;--;--;11,8;8,5;12,1;17,3;--
Nordeste;CE;2307650;23079533;Urbana;Estadual;99,2;98,5;100;100;--;--;9,1;7,6;5,4;16,3;--
Nordeste;CE;2307650;23079649;Urbana;Estadual;93,6;92,9;91,4;98,2;--;--;22,7;20,1;22,6;28,7;--
Nordeste;CE;2307650;23079843;Urbana;Privada;100,0;100;100;100;--;--;4,8;5,7;5,6;2,5;--
Nordeste;CE;2307650;23079851;Urbana;Estadual;98,3;100;94,9;100;--;--;12,5;11,2;14,3;12,5;--
Nordeste;CE;2307650;23079959;Urbana;Estadual;97,3;97;95,6;100;--;--;9,2;9,8;13,1;2,6;--
Nordeste;CE;2307650;23080132;Urbana;Estadual;98,0;100;97,7;96,2;--;--;23,8;23,2;20,5;27,4;--
Nordeste;CE;2307650;23080370;Urbana;Estadual;100,0;100;100;100;--;--;17,4;14,4;18,5;20,9;--
Nordeste;CE;2307650;23080710;Urbana;Estadual;91,6;90,3;90,3;95;--;--;19,2;20,5;20;16,4;--
Nordeste;CE;2307650;23080841;Urbana;Estadual;99,5;100;99,2;99,2;--;--;4,2;5,4;2,5;4,8;--
Nordeste;CE;2307650;23081007;Urbana;Estadual;100,0;100;100;100;--;--;0,8;0;1;1;--
Nordeste;CE;2307650;23081430;Urbana;Privada;100,0;100;100;100;--;--;8,2;10,5;11,1;4,2;--
Nordeste;CE;2307650;23081457;Urbana;Privada;93,9;86,4;100;100;--;--;2;4,5;0;0;--
Nordeste;CE;2307650;23081830;Urbana;Estadual;95,0;96,1;93,4;94,3;--;--;14,2;16;11,8;12,6;--
Nordeste;CE;2307650;23223030;Urbana;Estadual;98,8;98,8;98,6;99,1;--;--;9,8;9;11,9;8,8;--
Nordeste;CE;2307650;23223081;Urbana;Estadual;95,2;93,5;93,2;100;--;--;17,5;17;16,8;19,3;--
Nordeste;CE;2307650;23239174;Rural;Estadual;100,0;100;100;100;--;--;20;29;11,4;20,8;--
Nordeste;CE;2307650;23241314;Urbana;Estadual;96,3;95,4;94,6;100;--;--;19,7;16,4;23,2;20,8;--
Nordeste;CE;2307650;23258128;Urbana;Privada;95,5;92,3;100;--;--;--;4,5;7,7;0;--;--
Nordeste;CE;2307650;23276320;Urbana;Privada;100,0;100;100;100;--;--;5,9;11,1;0;5,7;--
Nordeste;CE;2307650;23414634;Urbana;Federal;93,5;94,4;100;87,7;--;--;14,9;24;3;1,8;--
Nordeste;CE;2307650;23564059;Urbana;Estadual;100,0;100;100;100;--;--;3;3,4;3;2,6;--
Nordeste;CE;2307700;23081945;Urbana;Estadual;99,5;98,8;100;100;--;--;14,1;15,2;13,8;12,9;--
Nordeste;CE;2307700;23081988;Urbana;Estadual;95,6;90,6;97,1;100;--;--;17,6;20,7;14,7;16,5;--
Nordeste;CE;2307700;23081996;Urbana;Estadual;100,0;100;100;100;--;--;2,7;3,5;1,6;2,8;--
Nordeste;CE;2307700;23082160;Urbana;Estadual;100,0;100;100;100;--;--;10,8;9,6;15,9;6,9;--
Nordeste;CE;2307700;23082321;Urbana;Privada;100,0;100;100;100;--;--;3,6;3,2;0;6,9;--
Nordeste;CE;2307700;23082585;Urbana;Privada;100,0;100;100;100;--;--;4,8;3,3;0;7,9;--
Nordeste;CE;2307700;23083255;Rural;Estadual;97,4;97,2;100;95;--;--;17,4;17,1;18,4;16,8;--
Nordeste;CE;2307700;23185112;Urbana;Estadual;97,6;96,5;96,8;99,4;--;--;13,2;14,3;13,1;12,4;--
Nordeste;CE;2307700;23232234;Urbana;Privada;100,0;100;100;100;--;--;6,1;4,5;11,1;0;--
Nordeste;CE;2307700;23232307;Urbana;Privada;100,0;100;100;100;--;--;4,6;3,2;10,5;2,7;--
Nordeste;CE;2307700;23249676;Rural;Estadual;99,4;100;97,8;100;--;--;15,4;16,7;13;15,9;--
Nordeste;CE;2307809;23007486;Urbana;Privada;100,0;100;100;--;--;--;0;0;0;--;--
Nordeste;CE;2307809;23007648;Urbana;Estadual;100,0;100;100;100;--;--;10,6;9,8;10,3;11,8;--
Nordeste;CE;2307809;23252405;Rural;Estadual;99,8;100;100;99,2;--;--;3,1;2,2;3,7;3,7;--
Nordeste;CE;2307809;23276169;Urbana;Privada;89,8;90,5;85,7;100;--;--;0;0;0;0;--
Nordeste;CE;2307809;23545429;Rural;Estadual;100,0;100;100;100;--;--;10,2;5,7;13,6;10,3;--
Nordeste;CE;2307908;23271850;Urbana;Estadual;94,9;92,5;92,9;100;--;--;17,6;19,3;12,6;21,6;--
Nordeste;CE;2308005;23020431;Urbana;Estadual;97,1;96,6;97,4;97,6;--;--;10,1;10,5;10,3;9,2;--
Nordeste;CE;2308005;23021152;Urbana;Privada;100,0;100;--;--;--;--;8,3;8,3;--;--;--
Nordeste;CE;2308005;23021322;Urbana;Estadual;96,4;98,1;95,6;95,4;--;--;9,7;7,1;10,2;11,9;--
Nordeste;CE;2308005;23236060;Urbana;Estadual;99,8;100;99,4;100;--;--;1;0,6;1,1;1,2;--
Nordeste;CE;2308104;23160098;Urbana;Estadual;97,4;98;96,9;97,3;--;--;16;13,4;17,2;17,6;--
Nordeste;CE;2308104;23160110;Urbana;Estadual;97,0;98,6;95,5;96,8;--;--;12,1;8,2;14,3;14,3;--
Nordeste;CE;2308104;23340622;Urbana;Estadual;100,0;100;100;100;--;--;14,2;9,4;14,5;16,9;--
Nordeste;CE;2308104;23502983;Urbana;Estadual;99,4;100;100;98,2;--;--;4,8;3,9;4,6;5,8;--
Nordeste;CE;2308203;23017368;Urbana;Estadual;98,5;98,6;97,9;99;--;--;7,4;3,7;7,7;11,3;--
Nordeste;CE;2308302;23170620;Urbana;Estadual;90,5;90,6;90,6;90,1;--;--;25;28,3;21,5;25,7;--
