Regiao;Estado;Cod_Munic;Cod_escola;Localizacao;Dependencia_administrativa;TotalApr;TDI;DSU;ATU;AFD_Grupo_1
Norte;RO;1100015;11024682;Urbana;Estadual;91,3;23,6;100,0;12,1;88,3
Norte;RO;1100015;11024968;Urbana;Estadual;93,3;8,0;100,0;25,1;68,3
Norte;RO;1100015;11025638;Urbana;Estadual;93,1;13,5;100,0;22,8;57,4
Norte;RO;1100015;11037962;Rural;Estadual;85,7;85,7;96,4;7,0;96,3
Norte;RO;1100015;11038373;Rural;Estadual;84,6;84,6;93,3;6,5;96,4
Norte;RO;1100015;11046252;Rural;Estadual;81,3;93,8;96,6;8,0;96,4
Norte;RO;1100023;11006889;Urbana;Estadual;79,7;27,7;100,0;31,5;76,0
Norte;RO;1100023;11007168;Urbana;Estadual;96,6;15,7;100,0;24,8;55,2
Norte;RO;1100023;11007656;Urbana;Privada;97,9;2,6;100,0;31,0;83,3
Norte;RO;1100023;11007885;Urbana;Estadual;94,9;7,3;100,0;31,3;61,7
Norte;RO;1100023;11007893;Urbana;Estadual;89,6;17,6;100,0;23,8;85,2
Norte;RO;1100023;11048620;Urbana;Estadual;84,2;18,3;100,0;31,0;68,0
Norte;RO;1100023;11050233;Rural;Estadual;81,2;34,9;100,0;19,0;38,5
Norte;RO;1100023;11050950;Urbana;Privada;100,0;0,0;100,0;7,0;66,7
Norte;RO;1100023;11108800;Rural;Federal;81,5;30,2;98,1;28,3;72,8
Norte;RO;1100031;11034270;Rural;Estadual;100,0;14,3;100,0;4,7;92,5
Norte;RO;1100031;11034440;Urbana;Estadual;93,6;14,3;100,0;21,0;50,5
Norte;RO;1100049;11025670;Urbana;Privada;100,0;3,4;100,0;29,7;66,7
Norte;RO;1100049;11026073;Urbana;Estadual;88,3;18,9;100,0;26,4;48,4
Norte;RO;1100049;11026197;Urbana;Estadual;81,2;29,9;100,0;28,2;68,3
Norte;RO;1100049;11026278;Urbana;Estadual;87,1;15,4;100,0;27,6;78,7
Norte;RO;1100049;11026324;Urbana;Privada;97,3;2,7;100,0;32,3;85,7
Norte;RO;1100049;11026588;Rural;Estadual;100,0;90,0;83,3;3,3;19,4
Norte;RO;1100049;11027134;Rural;Estadual;77,8;88,9;83,3;3,0;41,7
Norte;RO;1100049;11027142;Rural;Estadual;100,0;84,6;100,0;4,3;41,7
Norte;RO;1100049;11027207;Rural;Estadual;92,9;100,0;83,3;4,7;33,3
Norte;RO;1100049;11027290;Urbana;Privada;96,0;3,9;100,0;38,0;90,6
Norte;RO;1100049;11027320;Urbana;Estadual;92,4;13,7;100,0;27,6;60,2
Norte;RO;1100049;11027347;Urbana;Estadual;94,5;14,3;100,0;19,8;83,8
Norte;RO;1100049;11027355;Rural;Privada;95,8;16,5;63,6;24,2;39,7
Norte;RO;1100049;11027401;Urbana;Estadual;79,7;27,4;100,0;13,1;88,5
Norte;RO;1100049;11041250;Rural;Estadual;93,3;80,0;100,0;5,0;33,3
Norte;RO;1100049;11046740;Urbana;Estadual;95,3;10,6;100,0;30,0;67,1
Norte;RO;1100049;11049723;Urbana;Privada;96,8;0,0;100,0;21,3;69,4
Norte;RO;1100049;11050373;Urbana;Privada;100,0;0,0;100,0;12,3;76,9
Norte;RO;1100049;11109815;Urbana;Federal;99,3;5,3;100,0;36,4;81,9
Norte;RO;1100056;11034998;Urbana;Estadual;90,8;16,6;100,0;27,8;69,3
Norte;RO;1100056;11050934;Rural;Privada;96,3;26,1;100,0;11,5;36,0
Norte;RO;1100064;11035951;Urbana;Estadual;94,3;11,7;100,0;17,1;66,7
Norte;RO;1100064;11035960;Urbana;Estadual;93,5;16,4;100,0;15,3;47,7
Norte;RO;1100064;11037016;Rural;Federal;94,4;11,7;100,0;32,2;58,7
Norte;RO;1100072;11036125;Rural;Estadual;100,0;6,9;100,0;9,7;67,8
Norte;RO;1100072;11036397;Rural;Estadual;97,7;30,9;100,0;18,3;96,3
Norte;RO;1100072;11036486;Urbana;Estadual;99,2;14,9;100,0;24,7;66,7
Norte;RO;1100080;11005823;Urbana;Estadual;91,3;18,3;97,7;19,4;65,2
Norte;RO;1100080;11047216;Rural;Estadual;90,2;33,9;97,3;15,6;45,8
Norte;RO;1100098;11027754;Urbana;Estadual;94,9;11,7;100,0;25,7;85,5
Norte;RO;1100098;11028246;Rural;Estadual;100,0;88,9;96,4;3,0;97,4
Norte;RO;1100098;11028424;Urbana;Estadual;88,5;4,7;100,0;30,7;59,7
Norte;RO;1100098;11038578;Urbana;Privada;100,0;9,3;100,0;18,0;66,7
Norte;RO;1100098;11042648;Rural;Estadual;100,0;100,0;100,0;2,3;95,7
Norte;RO;1100098;11043865;Rural;Estadual;100,0;87,5;96,2;4,0;93,0
Norte;RO;1100106;11005912;Rural;Estadual;89,7;100,0;96,7;14,5;67,1
Norte;RO;1100106;11005939;Urbana;Estadual;83,1;19,6;100,0;26,1;63,2
Norte;RO;1100106;11006072;Rural;Estadual;88,6;100,0;100,0;35,0;91,7
Norte;RO;1100106;11006293;Rural;Estadual;94,1;82,4;100,0;34,0;92,9
Norte;RO;1100106;11006595;Urbana;Privada;91,7;8,3;100,0;6,0;28,6
Norte;RO;1100106;11006617;Urbana;Estadual;89,6;41,4;100,0;24,2;92,1
Norte;RO;1100106;11006633;Urbana;Estadual;78,2;43,0;96,6;26,8;58,1
Norte;RO;1100106;11006641;Urbana;Estadual;98,8;12,5;95,5;33,3;63,0
Norte;RO;1100106;11049960;Urbana;Federal;88,7;14,6;100,0;30,8;76,0
Norte;RO;1100114;11011491;Urbana;Estadual;97,5;13,6;100,0;24,1;62,8
Norte;RO;1100114;11011661;Urbana;Estadual;85,3;24,1;100,0;26,7;74,1
Norte;RO;1100114;11012099;Urbana;Estadual;96,9;22,1;100,0;34,0;83,3
Norte;RO;1100114;11012145;Urbana;Estadual;97,9;16,7;100,0;16,0;8,2
Norte;RO;1100114;11012277;Urbana;Estadual;92,6;10,2;100,0;19,7;66,7
Norte;RO;1100114;11012447;Urbana;Estadual;73,0;32,3;100,0;36,4;68,0
Norte;RO;1100114;11012579;Urbana;Estadual;90,3;25,7;100,0;22,9;81,9
Norte;RO;1100114;11012684;Urbana;Estadual;89,7;10,6;100,0;29,3;67,3
Norte;RO;1100114;11012994;Urbana;Estadual;96,2;14,2;100,0;21,9;80,5
Norte;RO;1100114;11040076;Urbana;Privada;100,0;5,1;62,5;13,0;36,6
Norte;RO;1100114;11049014;Rural;Privada;100,0;15,7;81,8;12,8;62,0
Norte;RO;1100114;11050322;Urbana;Federal;99,0;6,4;100,0;32,9;87,5
Norte;RO;1100122;11013737;Urbana;Privada;100,0;0,9;92,3;35,3;45,5
Norte;RO;1100122;11014156;Urbana;Estadual;100,0;6,9;100,0;37,0;63,9
Norte;RO;1100122;11014300;Urbana;Estadual;75,7;27,9;94,4;38,5;67,3
Norte;RO;1100122;11014431;Urbana;Estadual;92,1;21,5;100,0;36,4;49,5
Norte;RO;1100122;11015500;Urbana;Estadual;94,4;13,5;100,0;24,7;95,8
Norte;RO;1100122;11015608;Urbana;Estadual;83,9;16,0;100,0;36,0;51,1
Norte;RO;1100122;11015616;Urbana;Estadual;84,8;19,2;100,0;26,0;96,0
Norte;RO;1100122;11015624;Urbana;Estadual;90,5;17,3;89,7;34,6;69,6
Norte;RO;1100122;11015632;Urbana;Estadual;86,9;13,4;100,0;21,6;56,6
Norte;RO;1100122;11015667;Urbana;Estadual;94,9;12,5;100,0;28,0;71,4
Norte;RO;1100122;11015683;Urbana;Estadual;64,2;30,4;96,4;27,3;66,3
Norte;RO;1100122;11015896;Rural;Privada;96,9;8,5;92,9;29,3;47,4
Norte;RO;1100122;11016094;Urbana;Estadual;90,8;16,2;97,6;16,1;62,7
Norte;RO;1100122;11037660;Urbana;Privada;100,0;1,2;92,9;21,0;84,3
Norte;RO;1100122;11037822;Rural;Estadual;63,9;97,2;100,0;12,0;66,7
Norte;RO;1100122;11038055;Rural;Estadual;77,1;100,0;80,0;11,7;56,8
Norte;RO;1100122;11047208;Urbana;Estadual;89,0;12,7;100,0;33,8;92,3
Norte;RO;1100122;11049634;Urbana;Estadual;99,4;3,0;100,0;36,4;79,4
Norte;RO;1100122;11106808;Urbana;Federal;92,6;9,5;100,0;33,6;71,8
Norte;RO;1100130;11008008;Urbana;Estadual;100,0;25,9;100,0;9,0;73,3
Norte;RO;1100130;11009080;Urbana;Estadual;90,9;45,9;100,0;11,3;96,2
Norte;RO;1100130;11048018;Urbana;Estadual;78,4;27,6;100,0;29,6;91,2
Norte;RO;1100130;11049812;Urbana;Estadual;93,3;26,5;100,0;20,6;73,0
Norte;RO;1100130;11049901;Urbana;Privada;100,0;0,0;100,0;12,0;30,8
Norte;RO;1100130;11050870;Rural;Estadual;86,4;31,6;100,0;25,8;60,0
Norte;RO;1100148;11022221;Urbana;Estadual;88,7;14,5;100,0;32,3;65,8
Norte;RO;1100155;11016248;Urbana;Privada;100,0;11,1;87,5;6,0;22,6
Norte;RO;1100155;11017422;Urbana;Estadual;95,0;14,6;100,0;34,3;96,0
Norte;RO;1100155;11017775;Urbana;Estadual;96,1;12,3;100,0;23,8;81,5
Norte;RO;1100155;11017791;Urbana;Estadual;83,1;21,1;100,0;26,5;80,0
Norte;RO;1100189;11032260;Urbana;Estadual;98,2;8,1;100,0;26,0;63,4
Norte;RO;1100189;11032510;Urbana;Estadual;76,9;23,5;100,0;27,3;58,7
Norte;RO;1100189;11033070;Urbana;Estadual;74,5;25,4;100,0;26,3;74,8
Norte;RO;1100189;11048956;Rural;Estadual;97,9;12,6;100,0;23,8;84,1
Norte;RO;1100205;11000058;Urbana;Privada;95,7;2,3;100,0;44,1;100,0
Norte;RO;1100205;11000171;Urbana;Privada;98,2;8,8;92,3;19,0;64,9
Norte;RO;1100205;11000198;Urbana;Privada;100,0;3,6;96,9;37,0;80,4
Norte;RO;1100205;11000252;Urbana;Privada;100,0;8,2;92,0;24,3;80,8
Norte;RO;1100205;11000260;Urbana;Estadual;92,9;4,4;96,0;22,7;74,2
Norte;RO;1100205;11000350;Urbana;Privada;94,5;5,3;100,0;31,5;68,2
Norte;RO;1100205;11000384;Urbana;Estadual;83,3;28,0;100,0;22,3;53,9
Norte;RO;1100205;11000457;Urbana;Estadual;72,3;27,4;100,0;33,2;80,0
Norte;RO;1100205;11000554;Urbana;Estadual;68,2;29,9;97,7;27,1;65,3
Norte;RO;1100205;11000678;Urbana;Estadual;93,1;14,9;100,0;34,6;65,8
Norte;RO;1100205;11000708;Urbana;Estadual;71,2;32,9;100,0;38,3;63,9
Norte;RO;1100205;11000856;Urbana;Estadual;83,5;17,6;100,0;40,9;57,4
Norte;RO;1100205;11000880;Urbana;Privada;97,8;2,7;100,0;37,2;50,8
Norte;RO;1100205;11001046;Urbana;Estadual;84,2;45,0;100,0;22,5;51,5
Norte;RO;1100205;11001119;Urbana;Estadual;89,0;28,2;100,0;30,0;75,4
Norte;RO;1100205;11001135;Urbana;Estadual;90,3;17,9;100,0;27,9;54,7
Norte;RO;1100205;11001143;Urbana;Estadual;91,3;31,4;100,0;28,2;69,1
Norte;RO;1100205;11001283;Urbana;Estadual;74,8;34,7;100,0;25,0;82,9
Norte;RO;1100205;11001305;Urbana;Estadual;92,6;28,4;100,0;32,8;65,4
Norte;RO;1100205;11001410;Urbana;Estadual;93,6;13,9;100,0;21,6;57,1
Norte;RO;1100205;11001496;Urbana;Estadual;72,9;22,2;93,8;32,6;70,5
Norte;RO;1100205;11001550;Urbana;Estadual;92,0;24,4;100,0;29,3;61,6
Norte;RO;1100205;11001640;Urbana;Estadual;95,2;13,0;100,0;35,6;81,7
Norte;RO;1100205;11002018;Urbana;Estadual;61,3;33,8;94,1;38,1;65,5
Norte;RO;1100205;11002123;Urbana;Estadual;73,6;28,6;100,0;33,1;59,0
Norte;RO;1100205;11002255;Urbana;Estadual;74,7;30,8;100,0;33,4;46,9
Norte;RO;1100205;11002468;Urbana;Estadual;99,6;11,0;100,0;28,2;75,9
Norte;RO;1100205;11002476;Urbana;Estadual;71,6;48,8;100,0;21,5;84,1
Norte;RO;1100205;11002484;Urbana;Estadual;94,8;13,2;100,0;31,3;83,4
Norte;RO;1100205;11002506;Urbana;Estadual;90,5;28,4;95,5;26,5;68,4
Norte;RO;1100205;11002514;Urbana;Estadual;79,8;24,8;100,0;27,2;93,0
Norte;RO;1100205;11002522;Urbana;Estadual;82,8;27,9;100,0;27,9;81,4
Norte;RO;1100205;11002549;Urbana;Estadual;84,2;28,8;100,0;25,9;71,1
Norte;RO;1100205;11003065;Urbana;Estadual;89,1;20,6;97,9;31,3;75,4
Norte;RO;1100205;11003081;Urbana;Privada;100,0;8,4;85,7;47,7;61,0
Norte;RO;1100205;11003090;Urbana;Privada;99,1;3,9;100,0;25,5;100,0
Norte;RO;1100205;11003413;Urbana;Estadual;84,5;51,3;100,0;26,0;97,4
Norte;RO;1100205;11003812;Urbana;Estadual;79,8;52,1;100,0;23,8;50,0
Norte;RO;1100205;11037474;Urbana;Privada;98,0;6,4;100,0;31,2;92,2
Norte;RO;1100205;11038063;Urbana;Estadual;89,6;27,1;100,0;34,4;78,1
Norte;RO;1100205;11040629;Urbana;Estadual;91,1;19,9;100,0;26,1;79,8
Norte;RO;1100205;11040637;Rural;Estadual;60,0;100,0;88,9;5,0;41,7
Norte;RO;1100205;11040793;Urbana;Estadual;69,9;20,7;98,8;31,2;77,2
Norte;RO;1100205;11043857;Urbana;Privada;92,9;1,4;100,0;47,0;100,0
Norte;RO;1100205;11045108;Rural;Estadual;50,0;100,0;88,9;2,0;46,2
Norte;RO;1100205;11048450;Urbana;Privada;78,0;21,7;100,0;34,8;74,8
Norte;RO;1100205;11048557;Urbana;Privada;100,0;0,0;90,9;13,5;58,3
Norte;RO;1100205;11048581;Rural;Estadual;68,8;93,8;50,0;5,3;24,3
Norte;RO;1100205;11048590;Rural;Estadual;100,0;100,0;83,3;1,3;37,5
Norte;RO;1100205;11048670;Urbana;Estadual;83,1;36,9;100,0;21,7;79,6
Norte;RO;1100205;11049006;Urbana;Privada;100,0;0,0;91,7;14,0;67,6
Norte;RO;1100205;11049073;Urbana;Privada;100,0;0,0;96,0;14,7;78,4
Norte;RO;1100205;11049430;Urbana;Estadual;95,1;21,7;100,0;18,1;79,8
Norte;RO;1100205;11049936;Urbana;Estadual;92,6;29,7;100,0;25,6;85,4
Norte;RO;1100205;11050128;Rural;Estadual;50,0;100,0;100,0;2,0;33,3
Norte;RO;1100205;11050349;Rural;Estadual;68,2;42,0;97,5;22,8;61,0
Norte;RO;1100205;11050578;Urbana;Estadual;82,5;56,2;100,0;17,1;62,7
Norte;RO;1100205;11104805;Rural;Estadual;78,5;20,2;96,3;29,4;63,9
Norte;RO;1100205;11109807;Urbana;Federal;91,7;22,7;99,45;33,6;88,9
Norte;RO;1100205;11113804;Rural;Estadual;79,2;58,6;100,0;22,2;44,8
Norte;RO;1100254;11018089;Urbana;Estadual;95,9;8,2;100,0;24,5;91,2
Norte;RO;1100254;11018216;Urbana;Estadual;95,3;6,5;100,0;15,3;96,0
Norte;RO;1100254;11018267;Urbana;Estadual;98,4;10,3;100,0;22,7;87,8
Norte;RO;1100254;11018810;Urbana;Estadual;88,0;7,7;100,0;28,0;57,1
Norte;RO;1100254;11018950;Urbana;Estadual;92,5;17,2;100,0;21,3;62,2
Norte;RO;1100254;11048441;Rural;Estadual;100,0;14,6;100,0;13,7;96,3
Norte;RO;1100262;11009306;Urbana;Estadual;92,8;23,9;100,0;26,5;41,7
Norte;RO;1100288;11028750;Urbana;Estadual;84,7;23,2;100,0;28,4;54,9
Norte;RO;1100288;11029056;Urbana;Estadual;96,6;24,0;100,0;25,0;64,0
Norte;RO;1100288;11029110;Urbana;Estadual;95,1;16,7;100,0;21,0;58,6
Norte;RO;1100288;11029170;Urbana;Estadual;98,6;6,0;93,8;28,0;60,5
Norte;RO;1100288;11029307;Urbana;Estadual;98,2;14,3;94,1;26,3;47,8
Norte;RO;1100288;11029439;Urbana;Estadual;99,6;8,1;100,0;29,6;72,7
Norte;RO;1100288;11029455;Urbana;Estadual;94,9;11,5;100,0;31,4;62,9
Norte;RO;1100288;11029480;Urbana;Estadual;86,3;25,2;100,0;16,3;65,1
Norte;RO;1100288;11045639;Urbana;Privada;100,0;0,0;100,0;16,0;66,7
Norte;RO;1100288;11048174;Urbana;Privada;100,0;0,0;90,0;6,0;58,3
Norte;RO;1100296;11029951;Urbana;Estadual;99,5;9,3;100,0;22,4;68,5
Norte;RO;1100304;11033215;Urbana;Privada;100,0;4,0;100,0;31,3;73,9
Norte;RO;1100304;11033649;Urbana;Estadual;67,6;28,7;100,0;32,8;59,2
Norte;RO;1100304;11033738;Urbana;Privada;88,2;6,3;100,0;10,7;58,8
Norte;RO;1100304;11033797;Urbana;Estadual;80,6;22,0;100,0;26,3;66,0
Norte;RO;1100304;11033819;Urbana;Estadual;96,0;19,6;100,0;24,0;76,4
Norte;RO;1100304;11033835;Urbana;Estadual;86,8;16,5;100,0;23,4;76,0
Norte;RO;1100304;11041951;Urbana;Privada;98,9;1,1;100,0;23,5;75,0
Norte;RO;1100304;11043954;Urbana;Privada;100,0;2,5;100,0;26,3;71,1
Norte;RO;1100304;11046635;Rural;Estadual;100,0;62,5;80,0;8,0;28,6
Norte;RO;1100304;11049324;Rural;Estadual;100,0;100,0;83,3;1,3;25,0
Norte;RO;1100304;11106867;Urbana;Estadual;67,2;30,7;96,0;28,6;74,0
Norte;RO;1100304;11107804;Urbana;Federal;91,6;11,7;98,95;29,6;87,2
Norte;RO;1100320;11022981;Urbana;Estadual;97,8;16,2;100,0;28,7;81,5
Norte;RO;1100338;11003979;Urbana;Estadual;96,3;24,3;100,0;26,6;70,2
Norte;RO;1100338;11004274;Urbana;Estadual;89,2;24,8;100,0;22,4;25,0
Norte;RO;1100338;11048247;Urbana;Estadual;80,0;30,8;100,0;24,9;72,2
Norte;RO;1100338;11049855;Urbana;Estadual;77,2;27,7;100,0;33,2;73,0
Norte;RO;1100346;11023678;Urbana;Estadual;95,6;13,5;100,0;25,7;65,1
Norte;RO;1100379;11024437;Urbana;Estadual;85,4;22,8;100,0;17,8;89,7
Norte;RO;1100403;11009888;Urbana;Estadual;82,4;20,4;92,0;29,7;51,2
Norte;RO;1100452;11004428;Urbana;Estadual;91,7;16,4;100,0;30,9;62,5
Norte;RO;1100452;11039582;Urbana;Estadual;94,0;12,6;100,0;22,5;54,8
Norte;RO;1100452;11042028;Urbana;Estadual;83,6;22,0;100,0;28,0;73,5
Norte;RO;1100452;11045914;Urbana;Estadual;78,2;27,0;100,0;25,1;74,8
Norte;RO;1100502;11030003;Urbana;Estadual;98,5;14,7;100,0;20,4;77,4
Norte;RO;1100502;11030216;Rural;Privada;95,7;11,9;100,0;29,5;49,4
Norte;RO;1100502;11030372;Urbana;Estadual;97,6;19,4;100,0;21,3;55,4
Norte;RO;1100601;11010290;Urbana;Estadual;93,0;14,6;100,0;14,9;85,4
Norte;RO;1100700;11004347;Urbana;Estadual;85,2;34,3;100,0;20,4;72,1
Norte;RO;1100700;11076801;Rural;Estadual;81,5;32,7;100,0;36,7;94,7
Norte;RO;1100809;11005041;Urbana;Estadual;64,1;14,0;100,0;33,3;82,1
Norte;RO;1100809;11046953;Urbana;Estadual;80,6;26,6;100,0;24,8;60,0
Norte;RO;1100809;11048808;Rural;Estadual;100,0;100,0;57,1;1,5;23,1
Norte;RO;1100908;11030666;Urbana;Estadual;99,0;24,7;100,0;16,2;56,9
Norte;RO;1100924;11033274;Rural;Estadual;100,0;83,3;96,8;2,0;69,8
Norte;RO;1100924;11033320;Rural;Estadual;100,0;100,0;100,0;3,0;96,2
Norte;RO;1100924;11095806;Rural;Estadual;96,9;8,8;100,0;11,3;96,1
Norte;RO;1100924;11106859;Urbana;Estadual;78,8;27,6;100,0;23,1;85,9
Norte;RO;1100940;11009152;Urbana;Estadual;81,7;23,7;100,0;24,0;62,6
Norte;RO;1101005;11019115;Urbana;Estadual;96,8;25,0;100,0;21,6;96,4
Norte;RO;1101005;11019140;Urbana;Estadual;90,8;18,5;100,0;24,0;76,2
Norte;RO;1101104;11005360;Urbana;Estadual;68,4;25,8;100,0;26,1;74,4
Norte;RO;1101203;11031298;Urbana;Estadual;95,7;16,4;100,0;22,4;63,2
Norte;RO;1101302;11019948;Urbana;Estadual;78,1;25,3;100,0;25,8;59,3
Norte;RO;1101302;11019956;Rural;Privada;100,0;5,1;87,5;45,3;58,3
Norte;RO;1101401;11010665;Urbana;Estadual;92,4;24,9;100,0;20,8;81,6
Norte;RO;1101435;11017120;Urbana;Estadual;83,5;27,1;100,0;28,1;59,4
Norte;RO;1101450;11031689;Urbana;Estadual;92,7;14,7;100,0;18,4;55,7
Norte;RO;1101450;11049065;Rural;Estadual;100,0;50,0;96,6;1,0;96,2
Norte;RO;1101468;11035080;Urbana;Estadual;98,8;21,3;100,0;16,0;96,4
Norte;RO;1101476;11031913;Rural;Estadual;85,7;23,3;100,0;14,3;96,2
Norte;RO;1101476;11032189;Urbana;Estadual;97,8;19,1;100,0;29,7;46,2
Norte;RO;1101484;11031964;Urbana;Estadual;82,2;26,9;100,0;15,2;51,1
Norte;RO;1101484;11032359;Urbana;Estadual;90,6;20,4;100,0;18,0;41,7
Norte;RO;1101492;11005475;Urbana;Estadual;89,8;14,0;100,0;21,5;83,1
Norte;RO;1101492;11048093;Rural;Estadual;100,0;66,7;100,0;3,0;8,3
Norte;RO;1101492;11048123;Rural;Privada;97,5;33,3;85,7;18,8;51,6
Norte;RO;1101500;11024097;Urbana;Estadual;95,6;15,8;100,0;28,4;68,9
Norte;RO;1101559;11017384;Urbana;Estadual;92,6;25,9;100,0;24,3;58,3
Norte;RO;1101609;11020326;Urbana;Estadual;91,4;20,9;100,0;14,1;93,2
Norte;RO;1101708;11020504;Urbana;Estadual;94,9;21,7;100,0;23,3;68,3
Norte;RO;1101757;11008105;Urbana;Estadual;76,7;35,2;94,7;26,7;39,9
Norte;RO;1101807;11021403;Urbana;Estadual;93,7;27,2;100,0;25,1;64,8
Norte;AC;1200013;12018422;Rural;Estadual;88,1;27,6;80,0;29,0;47,4
Norte;AC;1200013;12021768;Urbana;Estadual;76,3;31,1;94,4;31,4;87,8
Norte;AC;1200013;12128236;Rural;Estadual;70,0;73,3;83,3;25,0;38,9
Norte;AC;1200054;12015946;Urbana;Estadual;82,1;29,8;100,0;40,7;59,1
Norte;AC;1200054;12028223;Rural;Estadual;76,2;58,4;50,0;14,0;5,1
Norte;AC;1200104;12016284;Urbana;Estadual;86,4;17,5;100,0;35,8;37,4
Norte;AC;1200104;12017027;Urbana;Estadual;98,1;8,0;100,0;27,4;40,6
Norte;AC;1200104;12026948;Rural;Estadual;75,1;33,8;78,9;19,3;19,1
Norte;AC;1200138;12009350;Rural;Estadual;62,5;44,4;100,0;4,5;10,0
Norte;AC;1200138;12009369;Urbana;Estadual;84,9;30,1;100,0;29,3;62,0
Norte;AC;1200138;12009377;Rural;Estadual;100,0;33,3;100,0;3,0;0,0
Norte;AC;1200138;12009482;Rural;Estadual;87,5;22,2;100,0;3,0;10,0
Norte;AC;1200138;12009490;Rural;Estadual;90,9;36,4;100,0;3,7;8,9
Norte;AC;1200138;12009555;Rural;Estadual;81,8;43,2;100,0;14,7;25,0
Norte;AC;1200138;12009679;Rural;Estadual;92,0;71,4;100,0;11,7;13,9
Norte;AC;1200138;12009687;Rural;Estadual;100,0;46,7;100,0;10,0;8,6
Norte;AC;1200138;12020680;Rural;Estadual;72,7;43,5;100,0;15,3;25,0
Norte;AC;1200138;12026115;Rural;Estadual;91,2;57,1;100,0;11,7;25,0
Norte;AC;1200138;12033677;Rural;Estadual;100,0;84,6;100,0;6,5;11,5
Norte;AC;1200138;12101222;Rural;Estadual;80,0;40,0;100,0;2,5;0,0
Norte;AC;1200138;12103225;Rural;Estadual;80,0;50,0;50,0;5,3;7,1
Norte;AC;1200138;12104221;Rural;Estadual;76,9;61,5;100,0;6,5;8,3
Norte;AC;1200179;12009725;Urbana;Estadual;80,3;29,2;100,0;31,8;82,5
Norte;AC;1200179;12023396;Rural;Estadual;86,4;39,6;100,0;16,0;60,5
Norte;AC;1200179;12030899;Rural;Estadual;80,6;52,1;93,8;14,2;31,7
Norte;AC;1200203;12000280;Rural;Estadual;100,0;57,9;50,0;19,0;7,7
Norte;AC;1200203;12000418;Urbana;Estadual;79,2;31,6;100,0;39,3;74,5
Norte;AC;1200203;12000450;Urbana;Estadual;89,8;21,0;100,0;32,7;92,1
Norte;AC;1200203;12000701;Rural;Estadual;75,5;78,6;75,0;14,0;8,3
Norte;AC;1200203;12000779;Rural;Estadual;89,1;63,6;75,0;10,2;7,4
Norte;AC;1200203;12000906;Rural;Estadual;77,8;34,3;100,0;28,9;72,7
Norte;AC;1200203;12000914;Urbana;Estadual;91,8;26,6;100,0;37,3;76,0
Norte;AC;1200203;12000930;Rural;Estadual;91,2;30,6;100,0;30,5;83,1
Norte;AC;1200203;12000973;Rural;Estadual;92,2;34,3;100,0;26,3;60,0
Norte;AC;1200203;12001015;Rural;Estadual;82,8;36,8;84,6;21,2;51,3
Norte;AC;1200203;12001104;Rural;Estadual;96,6;45,6;100,0;22,7;8,3
Norte;AC;1200203;12001317;Rural;Estadual;100,0;48,2;25,0;20,8;2,1
Norte;AC;1200203;12001406;Rural;Estadual;100,0;77,6;20,0;11,6;1,7
Norte;AC;1200203;12001422;Rural;Estadual;100,0;77,4;100,0;13,3;6,0
Norte;AC;1200203;12001490;Rural;Estadual;70,0;64,8;80,0;10,8;5,6
Norte;AC;1200203;12001627;Rural;Estadual;82,6;69,2;100,0;13,0;12,5
Norte;AC;1200203;12001686;Urbana;Privada;100,0;4,3;85,7;31,0;71,4
Norte;AC;1200203;12020249;Urbana;Estadual;69,8;33,3;100,0;31,3;91,5
Norte;AC;1200203;12029718;Rural;Estadual;91,8;36,2;80,0;26,3;5,1
Norte;AC;1200203;12030210;Rural;Estadual;81,3;61,9;75,0;18,0;25,0
Norte;AC;1200203;12030937;Urbana;Federal;92,3;16,5;100,0;28,6;77,5
Norte;AC;1200203;12033537;Urbana;Estadual;98,9;6,7;100,0;32,4;85,8
Norte;AC;1200203;12033570;Rural;Estadual;95,5;54,7;100,0;17,7;8,3
Norte;AC;1200203;12097225;Rural;Estadual;33,9;72,9;57,1;19,7;17,1
Norte;AC;1200252;12017060;Rural;Estadual;81,4;22,1;81,3;24,0;30,6
Norte;AC;1200252;12031674;Urbana;Estadual;86,7;15,5;100,0;28,6;63,7
Norte;AC;1200302;12004022;Rural;Estadual;79,3;37,9;50,0;14,5;4,8
Norte;AC;1200302;12004120;Rural;Estadual;71,4;48,3;100,0;26,0;18,4
Norte;AC;1200302;12004197;Urbana;Estadual;82,1;27,4;97,0;36,6;69,6
Norte;AC;1200302;12004260;Rural;Estadual;100,0;100,0;0,0;6,7;0,0
Norte;AC;1200302;12004413;Rural;Estadual;90,1;78,6;76,9;16,0;1,9
Norte;AC;1200302;12004472;Rural;Estadual;100,0;95,0;66,7;6,7;0,0
Norte;AC;1200302;12004600;Rural;Estadual;100,0;61,1;100,0;9,0;0,0
Norte;AC;1200302;12004642;Rural;Estadual;100,0;89,1;50,0;15,3;0,0
Norte;AC;1200302;12004650;Rural;Estadual;100,0;70,4;0,0;9,0;0,0
Norte;AC;1200302;12004669;Rural;Estadual;100,0;68,8;100,0;16,0;8,3
Norte;AC;1200302;12004685;Rural;Estadual;100,0;100,0;33,3;12,3;0,0
Norte;AC;1200302;12004847;Rural;Estadual;66,2;57,9;69,2;13,1;5,4
Norte;AC;1200302;12005029;Rural;Estadual;100,0;95,5;100,0;22,0;8,3
