Regiao;Estado;Cod_Munic;Cod_escola;Localizacao;Dependencia_administrativa;TotalApr;TDI;DSU;ATU;AFD_Grupo_1
Norte;PA;1501402;15225020;Urbana;Privada;97,0;12,3;100,0;62,2;94,8
Norte;PA;1501402;15229408;Urbana;Privada;98,0;2,0;98,0;45,9;91,6
Norte;PA;1501402;15516423;Urbana;Privada;93,3;10,5;100,0;25,3;92,3
Norte;PA;1501402;15517780;Urbana;Privada;98,7;12,3;100,0;24,3;87,8
Norte;PA;1501402;15517837;Urbana;Privada;97,0;10,4;100,0;35,3;94,9
Norte;PA;1501402;15517900;Urbana;Estadual;72,2;42,2;100,0;34,2;90,5
Norte;PA;1501402;15523845;Urbana;Estadual;66,2;52,3;100,0;27,9;100,0
Norte;PA;1501402;15528251;Urbana;Privada;100,0;0,0;100,0;13,0;92,9
Norte;PA;1501402;15531350;Urbana;Privada;97,2;14,4;100,0;80,0;97,9
Norte;PA;1501402;15532925;Urbana;Privada;100,0;8,9;100,0;15,0;92,3
Norte;PA;1501402;15535347;Urbana;Estadual;75,9;56,0;100,0;34,7;85,4
Norte;PA;1501402;15540405;Urbana;Estadual;95,3;21,5;100,0;21,9;100,0
Norte;PA;1501402;15552586;Urbana;Estadual;48,8;54,6;100,0;26,0;93,8
Norte;PA;1501402;15554139;Urbana;Privada;98,5;9,6;100,0;61,4;11,9
Norte;PA;1501402;15562220;Urbana;Estadual;89,1;19,7;100,0;37,5;99,1
Norte;PA;1501402;15563715;Urbana;Privada;98,3;14,0;86,7;40,3;76,9
Norte;PA;1501402;15564371;Urbana;Estadual;82,8;42,6;100,0;35,2;100,0
Norte;PA;1501402;15567672;Urbana;Privada;100,0;1,5;100,0;44,3;94,5
Norte;PA;1501402;15567761;Urbana;Privada;99,8;4,1;100,0;39,2;89,8
Norte;PA;1501402;15567770;Urbana;Privada;96,2;2,5;100,0;32,2;88,1
Norte;PA;1501402;15567788;Urbana;Estadual;81,8;35,7;98,4;34,4;87,6
Norte;PA;1501402;15570541;Urbana;Privada;99,2;0,7;100,0;45,3;80,5
Norte;PA;1501402;15577708;Urbana;Privada;98,0;4,8;100,0;46,0;93,3
Norte;PA;1501402;15577791;Urbana;Estadual;78,6;36,6;100,0;34,1;89,2
Norte;PA;1501402;15581276;Urbana;Privada;99,0;2,4;100,0;34,7;94,6
Norte;PA;1501402;15581900;Urbana;Privada;100,0;6,1;100,0;33,0;78,8
Norte;PA;1501402;15584100;Urbana;Privada;99,0;15,3;88,2;32,7;88,1
Norte;PA;1501402;15585689;Urbana;Privada;94,7;9,3;100,0;25,0;87,2
Norte;PA;1501402;15586227;Urbana;Estadual;68,1;41,8;100,0;30,9;99,2
Norte;PA;1501402;15586324;Urbana;Privada;98,8;20,9;100,0;28,7;81,3
Norte;PA;1501402;15586715;Urbana;Privada;94,6;18,0;100,0;32,3;91,9
Norte;PA;1501402;15588947;Urbana;Federal;84,6;47,4;100,0;26,3;69,6
Norte;PA;1501402;15591000;Urbana;Privada;98,2;12,3;100,0;76,0;100,0
Norte;PA;1501451;15015785;Urbana;Estadual;82,8;44,0;97,1;25,4;69,7
Norte;PA;1501501;15043720;Urbana;Estadual;80,5;35,7;100,0;34,2;93,1
Norte;PA;1501501;15043738;Urbana;Estadual;74,7;58,1;100,0;31,0;87,2
Norte;PA;1501501;15043789;Urbana;Estadual;80,7;35,8;100,0;34,5;84,2
Norte;PA;1501501;15043983;Urbana;Estadual;82,3;45,6;100,0;35,1;89,2
Norte;PA;1501501;15139816;Urbana;Privada;98,2;7,3;100,0;43,2;70,5
Norte;PA;1501501;15580580;Urbana;Privada;93,8;7,5;100,0;22,3;76,9
Norte;PA;1501501;15586316;Urbana;Estadual;82,9;40,5;100,0;37,8;98,1
Norte;PA;1501576;15116395;Urbana;Estadual;80,8;33,3;100,0;27,2;51,4
Norte;PA;1501576;15155862;Rural;Estadual;83,3;33,3;77,8;6,0;32,3
Norte;PA;1501576;15162990;Rural;Estadual;88,9;88,9;100,0;3,0;48,4
Norte;PA;1501576;15170411;Rural;Estadual;68,4;84,2;88,9;3,2;44,1
Norte;PA;1501576;15170462;Rural;Estadual;90,0;36,4;85,7;3,7;24,1
Norte;PA;1501576;15171892;Rural;Estadual;100,0;66,7;100,0;5,0;59,5
Norte;PA;1501576;15171957;Rural;Estadual;22,5;92,7;100,0;13,7;35,3
Norte;PA;1501576;15171965;Rural;Estadual;88,5;80,0;85,7;4,2;70,0
Norte;PA;1501576;15172694;Rural;Estadual;69,2;92,3;71,4;4,3;40,9
Norte;PA;1501576;15172708;Rural;Estadual;81,0;66,7;81,8;8,0;62,1
Norte;PA;1501576;15173186;Rural;Estadual;71,4;73,3;77,8;5,0;68,8
Norte;PA;1501576;15574261;Rural;Estadual;76,9;66,7;63,6;8,0;18,8
Norte;PA;1501600;15056007;Urbana;Estadual;66,9;61,7;100,0;33,5;94,6
Norte;PA;1501600;15157636;Urbana;Estadual;73,2;47,1;100,0;30,3;94,6
Norte;PA;1501709;15056783;Urbana;Estadual;71,1;39,1;100,0;31,2;93,6
Norte;PA;1501709;15056791;Urbana;Estadual;93,5;21,9;100,0;32,0;66,7
Norte;PA;1501709;15056813;Urbana;Estadual;78,6;39,4;100,0;31,4;95,8
Norte;PA;1501709;15056929;Urbana;Estadual;69,9;43,9;100,0;35,4;63,6
Norte;PA;1501709;15057127;Urbana;Estadual;70,1;43,7;100,0;33,0;54,7
Norte;PA;1501709;15057135;Urbana;Estadual;70,1;52,8;100,0;31,4;70,2
Norte;PA;1501709;15057194;Urbana;Estadual;68,4;50,1;97,1;38,3;79,1
Norte;PA;1501709;15057224;Rural;Estadual;50,3;73,4;100,0;33,8;81,2
Norte;PA;1501709;15057259;Urbana;Estadual;85,4;44,9;100,0;29,4;80,7
Norte;PA;1501709;15057267;Rural;Estadual;50,6;58,7;100,0;28,0;70,8
Norte;PA;1501709;15057291;Rural;Estadual;89,9;38,6;100,0;26,3;70,7
Norte;PA;1501709;15057305;Urbana;Estadual;83,1;35,9;100,0;36,5;90,7
Norte;PA;1501709;15058786;Rural;Estadual;66,5;58,0;100,0;22,1;57,7
Norte;PA;1501709;15058794;Urbana;Privada;99,5;3,4;100,0;34,3;84,5
Norte;PA;1501709;15058832;Rural;Estadual;67,7;44,1;100,0;21,2;76,6
Norte;PA;1501709;15118100;Urbana;Federal;97,8;18,3;100,0;34,2;80,6
Norte;PA;1501709;15169774;Urbana;Privada;100,0;9,1;100,0;14,7;94,1
Norte;PA;1501709;15527409;Urbana;Estadual;68,7;44,5;100,0;38,5;87,1
Norte;PA;1501709;15539830;Urbana;Privada;100,0;7,3;100,0;27,4;65,6
Norte;PA;1501725;15106250;Urbana;Estadual;80,2;34,0;100,0;27,3;80,1
Norte;PA;1501758;15126714;Urbana;Estadual;80,7;47,3;100,0;20,7;51,1
Norte;PA;1501782;15539288;Rural;Estadual;83,8;46,3;100,0;25,2;68,5
Norte;PA;1501782;15558690;Urbana;Estadual;58,1;67,1;100,0;25,3;100,0
Norte;PA;1501782;15575519;Urbana;Estadual;72,5;43,7;100,0;36,9;78,2
Norte;PA;1501808;15024792;Urbana;Estadual;75,0;65,6;100,0;32,4;82,4
Norte;PA;1501808;15097846;Urbana;Estadual;90,7;24,0;100,0;35,8;94,2
Norte;PA;1501808;15157431;Urbana;Federal;97,4;27,6;100,0;31,2;93,4
Norte;PA;1501808;15168751;Urbana;Estadual;72,1;69,5;100,0;33,8;73,5
Norte;PA;1501808;15169049;Urbana;Estadual;74,2;61,2;100,0;32,3;79,2
Norte;PA;1501808;15175650;Urbana;Estadual;82,7;43,2;100,0;37,0;100,0
Norte;PA;1501808;15555933;Urbana;Estadual;61,5;75,3;100,0;29,8;58,3
Norte;PA;1501808;15583430;Urbana;Estadual;86,5;49,1;96,6;33,8;80,6
Norte;PA;1501907;15044327;Urbana;Estadual;78,7;48,3;100,0;30,3;82,8
Norte;PA;1501907;15160513;Rural;Estadual;69,3;57,0;100,0;28,6;89,5
Norte;PA;1501956;15097307;Urbana;Estadual;56,9;48,8;100,0;31,7;82,9
Norte;PA;1501956;15098141;Rural;Estadual;69,7;49,2;100,0;20,9;20,0
Norte;PA;1502004;15028526;Rural;Estadual;75,0;31,7;100,0;27,7;51,7
Norte;PA;1502004;15028577;Rural;Estadual;55,4;69,2;100,0;18,5;65,5
Norte;PA;1502004;15028593;Urbana;Estadual;80,8;42,9;100,0;31,7;71,2
Norte;PA;1502004;15171043;Rural;Estadual;72,9;44,7;100,0;28,3;70,6
Norte;PA;1502103;15068234;Urbana;Estadual;85,9;37,1;100,0;34,7;96,0
Norte;PA;1502103;15068390;Urbana;Estadual;78,3;45,7;97,2;37,8;73,8
Norte;PA;1502103;15068439;Urbana;Estadual;83,3;36,7;100,0;36,0;83,1
Norte;PA;1502103;15070581;Urbana;Privada;100,0;4,8;100,0;34,7;75,6
Norte;PA;1502103;15070980;Rural;Estadual;96,7;62,1;100,0;26,0;76,2
Norte;PA;1502103;15096831;Urbana;Privada;100,0;4,1;100,0;28,5;80,5
Norte;PA;1502103;15167100;Urbana;Federal;85,1;23,2;100,0;32,6;100,0
Norte;PA;1502103;15168573;Urbana;Privada;100,0;5,9;100,0;33,7;100,0
Norte;PA;1502103;15170438;Rural;Estadual;75,7;55,2;100,0;27,0;49,2
Norte;PA;1502103;15213803;Urbana;Estadual;81,8;54,4;100,0;33,1;85,2
Norte;PA;1502103;15218007;Rural;Estadual;87,2;38,3;100,0;30,5;82,6
Norte;PA;1502103;15587878;Urbana;Estadual;91,8;36,8;100,0;23,8;80,4
Norte;PA;1502152;15097129;Urbana;Estadual;69,9;41,9;100,0;39,4;68,9
Norte;PA;1502152;15125424;Urbana;Estadual;56,3;50,3;100,0;41,5;87,0
Norte;PA;1502152;15160491;Urbana;Privada;100,0;5,0;100,0;13,3;84,2
Norte;PA;1502152;15168662;Urbana;Privada;98,6;4,2;90,9;24,0;58,8
Norte;PA;1502152;15174980;Urbana;Privada;98,1;3,7;100,0;35,7;38,5
Norte;PA;1502152;15176398;Urbana;Privada;98,8;6,0;94,4;30,4;86,3
Norte;PA;1502202;15059570;Urbana;Privada;100,0;6,4;100,0;31,3;79,5
Norte;PA;1502202;15059588;Urbana;Estadual;82,6;41,0;100,0;28,6;85,2
Norte;PA;1502202;15059634;Urbana;Estadual;72,3;46,5;100,0;31,6;63,4
Norte;PA;1502202;15059642;Urbana;Estadual;69,0;58,5;100,0;34,2;73,6
Norte;PA;1502202;15059650;Urbana;Estadual;71,8;51,8;100,0;30,7;69,5
Norte;PA;1502202;15059677;Urbana;Estadual;76,7;50,8;100,0;31,9;74,1
Norte;PA;1502202;15059731;Urbana;Estadual;72,1;46,6;100,0;35,6;74,1
Norte;PA;1502202;15060306;Rural;Estadual;79,4;50,3;100,0;32,0;77,3
Norte;PA;1502202;15060438;Rural;Estadual;77,8;53,0;100,0;25,3;68,1
Norte;PA;1502202;15533255;Urbana;Estadual;46,8;49,1;100,0;19,0;50,0
Norte;PA;1502202;15565572;Urbana;Privada;94,9;9,8;100,0;20,5;61,4
Norte;PA;1502202;15565653;Urbana;Privada;99,2;11,6;84,6;25,8;69,2
Norte;PA;1502202;15577856;Urbana;Privada;97,5;5,0;100,0;13,3;76,9
Norte;PA;1502202;15586057;Urbana;Privada;98,0;5,9;100,0;17,0;82,0
Norte;PA;1502301;15088154;Urbana;Estadual;65,1;61,3;100,0;28,8;59,7
Norte;PA;1502301;15088332;Rural;Estadual;76,7;56,5;100,0;27,6;47,3
Norte;PA;1502301;15088375;Urbana;Estadual;69,1;56,6;100,0;31,6;63,4
Norte;PA;1502301;15088383;Urbana;Estadual;88,3;21,2;100,0;34,1;80,1
Norte;PA;1502301;15088464;Urbana;Estadual;72,9;54,5;100,0;33,5;67,1
Norte;PA;1502301;15167143;Rural;Estadual;84,6;15,4;77,8;4,3;29,4
Norte;PA;1502301;15171566;Rural;Estadual;100,0;88,9;85,7;3,0;41,7
Norte;PA;1502301;15176215;Rural;Estadual;87,5;66,7;100,0;5,0;73,5
Norte;PA;1502301;15176223;Rural;Estadual;75,0;75,0;100,0;5,0;60,0
Norte;PA;1502301;15176231;Rural;Estadual;72,4;66,7;100,0;7,5;23,5
Norte;PA;1502301;15176240;Rural;Estadual;100,0;72,7;87,5;5,5;26,1
Norte;PA;1502301;15534316;Rural;Estadual;73,3;66,7;87,5;5,0;26,5
Norte;PA;1502301;15534324;Rural;Estadual;66,7;33,3;75,0;1,5;27,3
Norte;PA;1502301;15575217;Rural;Estadual;70,0;81,8;87,5;3,7;46,9
Norte;PA;1502400;15045374;Urbana;Federal;80,5;42,9;100,0;26,4;73,6
Norte;PA;1502400;15045455;Urbana;Privada;98,1;3,1;100,0;32,2;99,1
Norte;PA;1502400;15045463;Rural;Estadual;69,1;63,1;100,0;32,3;85,1
Norte;PA;1502400;15045471;Urbana;Estadual;83,1;45,0;100,0;31,8;88,2
Norte;PA;1502400;15045480;Urbana;Estadual;59,8;69,7;100,0;27,7;75,2
Norte;PA;1502400;15045498;Urbana;Estadual;89,3;35,7;100,0;34,7;96,4
Norte;PA;1502400;15045552;Urbana;Estadual;81,6;44,8;100,0;20,3;90,2
Norte;PA;1502400;15045560;Urbana;Estadual;82,7;41,3;100,0;34,9;86,5
Norte;PA;1502400;15045587;Urbana;Estadual;81,8;50,0;100,0;32,2;85,2
Norte;PA;1502400;15045650;Urbana;Estadual;74,0;40,4;100,0;33,5;87,8
Norte;PA;1502400;15045668;Urbana;Estadual;71,0;53,7;100,0;33,8;79,1
Norte;PA;1502400;15046567;Urbana;Estadual;70,7;58,7;100,0;32,9;94,3
Norte;PA;1502400;15147002;Urbana;Privada;100,0;7,3;100,0;55,0;93,3
Norte;PA;1502400;15150585;Urbana;Estadual;73,3;54,5;100,0;33,9;84,2
Norte;PA;1502400;15166236;Urbana;Privada;98,7;8,2;100,0;45,1;88,1
Norte;PA;1502400;15168689;Urbana;Estadual;84,8;35,7;100,0;28,0;100,0
Norte;PA;1502400;15172724;Urbana;Privada;100,0;7,5;100,0;20,0;100,0
Norte;PA;1502400;15175529;Urbana;Privada;100,0;4,0;100,0;41,3;89,0
Norte;PA;1502400;15531600;Urbana;Estadual;87,5;50,4;100,0;27,4;100,0
Norte;PA;1502400;15539962;Urbana;Privada;97,6;14,3;100,0;44,3;93,2
Norte;PA;1502400;15547205;Urbana;Privada;99,4;7,5;100,0;43,3;95,8
Norte;PA;1502400;15561429;Urbana;Estadual;73,9;60,6;100,0;30,2;68,3
Norte;PA;1502400;15562000;Urbana;Privada;98,7;10,4;100,0;25,7;85,0
Norte;PA;1502400;15566552;Urbana;Privada;98,6;12,0;100,0;25,0;100,0
Norte;PA;1502400;15578968;Urbana;Estadual;71,1;37,2;100,0;33,6;98,9
Norte;PA;1502400;15588327;Urbana;Privada;98,0;8,2;95,7;41,4;95,1
Norte;PA;1502400;15588378;Urbana;Estadual;81,5;38,0;100,0;32,3;63,6
Norte;PA;1502400;15995933;Urbana;Privada;99,5;2,4;87,5;51,3;95,2
Norte;PA;1502509;15029220;Urbana;Estadual;80,1;62,3;100,0;20,2;54,1
Norte;PA;1502608;15048462;Rural;Estadual;77,3;40,0;100,0;15,0;67,7
Norte;PA;1502608;15048470;Urbana;Estadual;86,9;31,1;100,0;29,8;76,2
Norte;PA;1502608;15048500;Rural;Estadual;82,8;41,4;100,0;29,0;78,8
Norte;PA;1502608;15048543;Rural;Estadual;71,4;63,2;100,0;19,0;70,8
Norte;PA;1502608;15048560;Rural;Estadual;79,5;43,2;100,0;24,7;59,4
Norte;PA;1502707;15121020;Urbana;Federal;77,8;12,6;100,0;27,9;75,0
Norte;PA;1502707;15134539;Urbana;Privada;96,8;5,0;100,0;37,0;87,5
Norte;PA;1502707;15134555;Urbana;Estadual;62,3;59,1;100,0;32,2;76,4
Norte;PA;1502707;15134571;Urbana;Estadual;73,3;49,1;100,0;28,5;73,9
Norte;PA;1502707;15134580;Urbana;Estadual;73,3;47,5;100,0;28,5;75,4
Norte;PA;1502707;15140760;Urbana;Estadual;85,2;15,1;100,0;23,6;90,7
Norte;PA;1502707;15569764;Urbana;Privada;100,0;0,0;90,0;19,7;75,0
Norte;PA;1502707;15575055;Urbana;Privada;92,6;22,2;100,0;9,0;66,7
Norte;PA;1502756;15081044;Urbana;Estadual;78,4;53,3;97,8;32,5;68,4
Norte;PA;1502756;15081052;Urbana;Estadual;64,4;67,4;100,0;35,5;82,0
Norte;PA;1502764;15161439;Urbana;Estadual;78,9;40,0;100,0;23,5;42,9
Norte;PA;1502764;15170551;Rural;Estadual;65,5;76,3;100,0;16,3;58,7
Norte;PA;1502772;15124347;Urbana;Estadual;77,3;35,9;100,0;32,9;84,5
Norte;PA;1502772;15588599;Urbana;Estadual;58,9;48,6;100,0;30,6;88,0
Norte;PA;1502806;15026680;Urbana;Estadual;74,0;57,0;98,3;24,8;56,5
Norte;PA;1502806;15159299;Urbana;Estadual;38,7;84,7;100,0;31,4;94,4
Norte;PA;1502855;15566838;Urbana;Estadual;84,8;34,7;100,0;28,8;57,4
Norte;PA;1502905;15048888;Urbana;Estadual;71,9;56,8;100,0;33,9;87,6
Norte;PA;1502905;15049043;Urbana;Estadual;67,5;67,2;100,0;29,9;73,2
Norte;PA;1502905;15049396;Rural;Estadual;90,7;40,2;100,0;43,5;68,4
Norte;PA;1502905;15099881;Rural;Estadual;68,9;67,3;100,0;24,5;68,8
Norte;PA;1502939;15116980;Urbana;Estadual;59,6;45,2;97,7;30,3;61,6
Norte;PA;1502939;15117014;Urbana;Privada;98,1;6,4;92,9;36,7;64,1
Norte;PA;1502939;15160262;Rural;Estadual;84,1;34,1;100,0;26,8;96,7
Norte;PA;1502939;15164705;Urbana;Privada;94,6;1,9;100,0;17,7;54,8
Norte;PA;1502954;15124770;Urbana;Estadual;70,5;36,9;100,0;23,8;64,8
Norte;PA;1502954;15584020;Urbana;Estadual;65,5;45,2;100,0;37,2;63,8
Norte;PA;1503002;15000036;Urbana;Estadual;61,7;34,4;100,0;30,2;65,6
Norte;PA;1503044;15134598;Urbana;Estadual;83,0;33,4;100,0;28,9;79,5
Norte;PA;1503044;15170624;Rural;Estadual;66,1;52,3;100,0;16,9;65,5
Norte;PA;1503077;15089428;Urbana;Estadual;83,4;39,1;100,0;34,6;71,9
Norte;PA;1503077;15089452;Rural;Estadual;82,0;57,2;100,0;29,3;60,4
Norte;PA;1503077;15172902;Rural;Estadual;80,6;51,6;100,0;25,2;48,6
Norte;PA;1503093;15117456;Urbana;Estadual;70,5;54,7;100,0;30,1;53,8
Norte;PA;1503101;15019403;Urbana;Estadual;82,2;57,9;100,0;32,9;57,8
Norte;PA;1503200;15060608;Urbana;Estadual;75,2;50,6;100,0;28,7;95,9
Norte;PA;1503200;15060659;Urbana;Estadual;82,5;35,8;100,0;29,7;87,2
Norte;PA;1503200;15060721;Rural;Estadual;86,8;49,7;100,0;26,5;75,0
Norte;PA;1503200;15060730;Urbana;Estadual;70,1;54,4;100,0;34,9;83,5
Norte;PA;1503200;15061159;Rural;Estadual;85,2;40,5;100,0;23,2;82,0
Norte;PA;1503200;15156303;Urbana;Estadual;43,5;73,1;100,0;26,5;91,3
Norte;PA;1503200;15161447;Urbana;Privada;100,0;3,5;100,0;19,0;78,6
Norte;PA;1503200;15176142;Urbana;Privada;100,0;4,3;93,8;23,0;66,7
Norte;PA;1503309;15568857;Rural;Estadual;79,0;50,7;100,0;30,1;83,0
Norte;PA;1503309;15570193;Urbana;Estadual;68,1;37,6;100,0;30,8;72,3
Norte;PA;1503309;15572226;Urbana;Estadual;84,5;36,5;100,0;29,7;72,7
Norte;PA;1503408;15169499;Rural;Estadual;92,1;39,5;100,0;12,7;100,0
Norte;PA;1503408;15584640;Urbana;Estadual;67,2;52,1;96,2;36,0;81,3
Norte;PA;1503457;15094588;Urbana;Estadual;81,9;51,1;100,0;31,0;69,5
Norte;PA;1503457;15168743;Rural;Estadual;68,6;62,5;100,0;30,4;81,1
Norte;PA;1503507;15090930;Urbana;Estadual;56,7;81,1;97,5;25,9;73,6
Norte;PA;1503507;15091147;Rural;Estadual;82,0;38,2;100,0;22,3;75,5
Norte;PA;1503507;15091171;Rural;Estadual;65,4;58,7;100,0;34,1;93,0
Norte;PA;1503507;15168999;Urbana;Estadual;80,9;38,5;97,7;29,7;83,5
Norte;PA;1503507;15542297;Rural;Estadual;70,7;52,9;100,0;29,0;81,3
Norte;PA;1503507;15560260;Rural;Estadual;57,9;59,5;95,0;21,0;75,0
Norte;PA;1503606;15101029;Urbana;Estadual;59,8;61,2;100,0;32,7;69,0
Norte;PA;1503606;15149510;Urbana;Estadual;72,5;51,6;100,0;30,6;67,3
Norte;PA;1503606;15152120;Urbana;Privada;100,0;11,0;100,0;29,0;67,7
Norte;PA;1503606;15157440;Urbana;Federal;63,7;25,8;100,0;22,9;83,2
Norte;PA;1503606;15168956;Urbana;Estadual;68,6;65,3;100,0;36,8;86,7
Norte;PA;1503606;15169103;Rural;Estadual;63,2;62,6;100,0;23,4;56,2
Norte;PA;1503606;15169197;Rural;Estadual;72,7;41,7;100,0;36,3;53,2
Norte;PA;1503606;15175510;Urbana;Estadual;74,2;52,1;100,0;33,4;61,3
Norte;PA;1503606;15525791;Urbana;Estadual;81,8;40,6;100,0;31,6;72,5
Norte;PA;1503606;15535762;Urbana;Estadual;88,7;48,5;100,0;32,6;55,7
Norte;PA;1503606;15550044;Urbana;Estadual;97,1;15,1;100,0;35,9;81,5
Norte;PA;1503606;15581039;Urbana;Estadual;83,6;34,1;100,0;36,7;53,2
Norte;PA;1503606;15586413;Urbana;Privada;96,3;16,5;100,0;32,3;75,3
Norte;PA;1503606;15587894;Rural;Estadual;83,1;36,5;100,0;25,5;61,8
Norte;PA;1503705;15111741;Urbana;Estadual;79,9;41,3;100,0;29,2;67,6
Norte;PA;1503705;15111822;Rural;Estadual;72,9;33,6;100,0;26,5;79,2
Norte;PA;1503705;15111938;Urbana;Estadual;78,1;56,6;100,0;25,4;65,6
Norte;PA;1503705;15579697;Rural;Estadual;64,2;49,7;94,1;24,1;67,7
Norte;PA;1503754;15102254;Urbana;Estadual;72,9;63,3;100,0;24,7;67,9
Norte;PA;1503804;15105121;Urbana;Estadual;67,2;42,8;100,0;34,3;51,5
Norte;PA;1503804;15113388;Urbana;Estadual;75,0;46,0;100,0;32,5;65,9
Norte;PA;1503804;15173127;Urbana;Privada;100,0;6,8;84,6;14,7;61,8
Norte;PA;1503804;15560929;Urbana;Privada;100,0;3,2;84,6;20,8;34,2
Norte;PA;1503804;15572900;Urbana;Privada;100,0;1,6;75,0;20,3;48,6
Norte;PA;1503903;15000265;Urbana;Estadual;68,5;75,6;100,0;36,8;100,0
Norte;PA;1503903;15000281;Urbana;Estadual;84,8;38,6;100,0;34,2;75,7
Norte;PA;1503903;15164780;Rural;Estadual;75,7;48,7;100,0;25,3;23,5
Norte;PA;1503903;15210014;Urbana;Privada;90,7;17,1;100,0;25,3;92,3
Norte;PA;1503903;15578003;Urbana;Estadual;81,5;44,3;100,0;33,2;83,5
Norte;PA;1504000;15075109;Urbana;Estadual;82,0;46,2;100,0;29,3;76,1
Norte;PA;1504000;15529606;Urbana;Estadual;71,7;54,2;100,0;34,3;83,5
Norte;PA;1504059;15092542;Urbana;Estadual;80,6;46,6;100,0;29,8;87,2
Norte;PA;1504059;15156796;Urbana;Estadual;71,1;52,4;100,0;34,7;91,4
Norte;PA;1504059;15541843;Urbana;Privada;98,8;8,3;92,3;28,0;78,6
Norte;PA;1504109;15049809;Urbana;Estadual;75,5;51,4;100,0;29,1;91,4
Norte;PA;1504208;15097811;Urbana;Privada;95,8;6,5;100,0;41,3;77,8
Norte;PA;1504208;15103080;Urbana;Privada;100,0;1,4;97,05;23,7;77,3
Norte;PA;1504208;15127079;Urbana;Estadual;93,5;12,4;100,0;31,5;68,6
Norte;PA;1504208;15127230;Urbana;Privada;100,0;3,4;100,0;21,8;52,6
Norte;PA;1504208;15127265;Urbana;Estadual;73,6;40,2;97,1;36,9;61,2
Norte;PA;1504208;15127281;Urbana;Estadual;78,2;32,3;100,0;38,7;89,3
Norte;PA;1504208;15127303;Urbana;Estadual;83,7;40,5;100,0;38,0;83,1
Norte;PA;1504208;15127311;Urbana;Estadual;94,9;10,4;100,0;39,9;89,7
Norte;PA;1504208;15127370;Urbana;Estadual;94,6;24,7;100,0;32,9;91,7
Norte;PA;1504208;15127389;Urbana;Estadual;81,2;27,5;93,8;31,2;62,3
Norte;PA;1504208;15127567;Urbana;Privada;100,0;5,9;100,0;28,3;73,7
Norte;PA;1504208;15127613;Urbana;Estadual;93,3;22,1;100,0;37,2;81,0
Norte;PA;1504208;15127648;Urbana;Estadual;88,0;30,8;100,0;33,3;83,0
Norte;PA;1504208;15127664;Urbana;Estadual;79,0;56,0;100,0;35,4;49,4
Norte;PA;1504208;15127729;Urbana;Estadual;80,0;34,8;100,0;33,2;86,3
Norte;PA;1504208;15127737;Urbana;Estadual;68,3;56,0;100,0;39,1;73,3
Norte;PA;1504208;15127745;Urbana;Estadual;73,9;58,7;100,0;33,5;67,1
Norte;PA;1504208;15127753;Urbana;Estadual;74,5;65,1;100,0;32,0;69,6
Norte;PA;1504208;15127907;Urbana;Estadual;86,9;39,3;100,0;34,4;78,5
Norte;PA;1504208;15147223;Urbana;Estadual;72,7;34,2;100,0;46,0;65,1
Norte;PA;1504208;15158047;Urbana;Privada;100,0;5,5;91,7;18,3;52,6
Norte;PA;1504208;15161455;Rural;Estadual;85,7;50,7;100,0;23,0;71,0
Norte;PA;1504208;15168190;Urbana;Privada;95,5;8,8;100,0;22,7;70,7
Norte;PA;1504208;15169251;Urbana;Estadual;66,9;58,2;100,0;37,3;98,8
Norte;PA;1504208;15169260;Rural;Estadual;67,1;48,7;100,0;26,9;65,0
Norte;PA;1504208;15169294;Urbana;Estadual;64,4;58,3;100,0;31,2;71,8
Norte;PA;1504208;15171159;Urbana;Privada;100,0;6,7;93,3;35,0;74,4
Norte;PA;1504208;15172201;Urbana;Privada;97,6;3,7;92,3;27,0;79,5
Norte;PA;1504208;15223051;Rural;Federal;81,8;44,8;100,0;32,4;69,4
Norte;PA;1504208;15519503;Urbana;Privada;100,0;0,0;84,6;14,5;57,1
Norte;PA;1504208;15547191;Urbana;Estadual;96,8;12,0;100,0;38,8;78,3
Norte;PA;1504208;15548317;Urbana;Federal;92,5;33,8;100,0;25,2;98,8
Norte;PA;1504208;15559726;Urbana;Estadual;77,9;39,2;100,0;38,2;57,4
Norte;PA;1504208;15561313;Urbana;Privada;96,2;3,8;100,0;31,4;62,9
Norte;PA;1504208;15573907;Urbana;Privada;95,5;6,8;72,7;14,7;61,5
Norte;PA;1504208;15577406;Urbana;Estadual;81,3;34,3;100,0;35,9;71,0
Norte;PA;1504208;15577740;Urbana;Privada;98,5;4,9;100,0;28,8;56,1
Norte;PA;1504307;15050149;Urbana;Estadual;73,6;52,1;100,0;25,3;74,6
Norte;PA;1504307;15165949;Urbana;Estadual;80,8;47,7;100,0;27,8;64,6
Norte;PA;1504406;15051552;Urbana;Estadual;60,1;61,8;100,0;32,0;88,0
Norte;PA;1504406;15169480;Rural;Estadual;73,6;45,3;100,0;25,0;90,9
Norte;PA;1504406;15585891;Rural;Estadual;75,3;58,9;100,0;25,6;78,6
Norte;PA;1504422;15034429;Urbana;Estadual;82,6;48,6;100,0;33,6;94,7
Norte;PA;1504422;15034488;Urbana;Estadual;87,6;39,0;100,0;37,2;100,0
Norte;PA;1504422;15043630;Urbana;Estadual;91,4;24,3;100,0;37,5;90,5
Norte;PA;1504422;15043690;Urbana;Estadual;85,4;25,4;100,0;25,1;95,0
